고객ID,요금제,누적결제금액,최근주문경과일,만족도점수,이탈여부,이탈확률,위험등급
C105160,Standard,1251600,52,2.9,1,0.73,높음
C105161,Standard,3303600,3,4.5,0,0.069,낮음
C105162,Basic,1573600,12,3.9,0,0.505,중간
C105163,Standard,704600,49,3.6,0,0.665,높음
C105164,Basic,835200,7,4.1,0,0.349,중간
C105165,Standard,601400,52,2.5,0,0.7,높음
C105166,Standard,744800,10,3.2,0,0.327,중간
C105167,Basic,3379000,100,1.6,1,0.987,높음
C105168,Standard,585500,25,3.6,0,0.585,중간
C105169,Basic,1239800,28,4.0,1,0.534,중간
C105170,Premium,4892200,5,5.0,0,0.101,낮음
C105171,Premium,2301600,7,4.5,0,0.084,낮음
C105172,Premium,4380400,22,3.2,0,0.354,중간
C105173,Premium,1142400,8,2.4,0,0.36,중간
C105174,Standard,291300,0,1.2,0,0.547,중간
C105175,Premium,1872000,54,4.4,0,0.201,낮음
C105176,Basic,1628000,10,4.0,0,0.183,낮음
C105177,Standard,1317100,12,4.6,0,0.261,낮음
C105178,Standard,5111000,71,2.5,1,0.859,높음
C105179,Basic,863500,13,4.4,0,0.474,중간
C105180,Basic,149000,43,4.6,1,0.679,높음
C105181,Standard,23400,72,4.1,0,0.817,높음
C105182,Standard,1543300,0,3.9,0,0.078,낮음
C105183,Standard,358800,18,3.1,0,0.605,높음
C105184,Premium,826200,0,4.2,0,0.097,낮음
C105185,Basic,877800,37,3.4,0,0.567,중간
C105186,Standard,430900,46,2.5,0,0.659,높음
C105187,Standard,4262500,0,2.4,0,0.211,낮음
C105188,Standard,576200,20,3.6,0,0.593,중간
C105189,Premium,7704000,16,3.7,0,0.136,낮음
C105190,Basic,620600,133,2.4,1,0.996,높음
C105191,Premium,823500,40,3.3,1,0.636,높음
C105192,Premium,5009400,0,5.0,0,0.04,낮음
C105193,Standard,100800,92,3.0,0,0.936,높음
C105194,Standard,258600,58,3.8,1,0.817,높음
C105195,Basic,518400,25,3.7,0,0.437,중간
C105196,Basic,10249700,4,3.3,0,0.168,낮음
C105197,Standard,1332000,9,4.7,0,0.139,낮음
C105198,Standard,314500,29,3.5,0,0.743,높음
C105199,Standard,2633800,0,4.4,0,0.072,낮음
C105200,Standard,3702700,17,3.4,0,0.249,낮음
C105201,Basic,3806900,0,2.9,0,0.177,낮음
C105202,Premium,4595100,30,4.1,0,0.319,중간
C105203,Basic,59800,37,3.0,0,0.613,높음
C105204,Standard,2404900,0,4.4,0,0.109,낮음
C105205,Basic,13200,6,5.0,0,0.257,낮음
C105206,Standard,818100,70,2.8,1,0.879,높음
C105207,Standard,1177000,31,3.4,0,0.406,중간
C105208,Basic,758400,31,3.4,0,0.555,중간
C105209,Standard,1289900,41,3.6,0,0.609,높음
C105210,Basic,3074800,80,3.4,0,0.727,높음
C105211,Basic,217600,0,3.5,0,0.31,중간
C105212,Basic,1353800,59,3.5,1,0.899,높음
C105213,Premium,2438300,3,5.0,0,0.046,낮음
C105214,Standard,1320000,47,4.3,0,0.732,높음
C105215,Standard,88000,10,3.6,0,0.162,낮음
C105216,Standard,2956200,8,4.8,0,0.203,낮음
C105217,Standard,3695600,28,3.7,0,0.337,중간
C105218,Premium,1944800,63,2.2,1,0.729,높음
C105219,Basic,845600,52,2.7,1,0.848,높음
C105220,Basic,1260000,0,1.9,0,0.523,중간
C105221,Basic,2227700,21,3.6,0,0.538,중간
C105222,Basic,913700,0,3.2,0,0.141,낮음
C105223,Premium,748400,0,3.6,0,0.163,낮음
C105224,Basic,3243800,20,4.2,0,0.272,낮음
C105225,Premium,5614700,38,4.1,0,0.359,중간
C105226,Basic,236700,22,3.7,0,0.71,높음
C105227,Basic,526700,5,2.7,0,0.37,중간
C105228,Standard,5611200,1,3.9,0,0.076,낮음
C105229,Premium,1205100,16,4.6,0,0.064,낮음
C105230,Basic,195800,13,2.7,0,0.677,높음
C105231,Basic,460800,1,5.0,1,0.126,낮음
C105232,Basic,333500,1,5.0,0,0.131,낮음
C105233,Basic,142600,0,1.9,0,0.48,중간
C105234,Premium,2001000,4,5.0,0,0.054,낮음
C105235,Standard,1231600,16,3.3,1,0.237,낮음
C105236,Standard,701100,13,3.0,0,0.598,중간
C105237,Premium,4416000,0,3.1,0,0.175,낮음
C105238,Standard,81500,49,3.7,0,0.475,중간
C105239,Premium,2867100,5,4.0,0,0.067,낮음
C105240,Premium,315500,15,4.7,0,0.28,낮음
C105241,Standard,1641600,46,3.3,0,0.542,중간
C105242,Basic,319800,40,5.0,0,0.54,중간
C105243,Basic,415800,8,3.9,0,0.38,중간
C105244,Standard,567000,32,4.5,0,0.671,높음
C105245,Basic,729300,7,3.6,0,0.316,중간
C105246,Standard,2289600,3,3.5,0,0.151,낮음
C105247,Standard,2630900,0,4.8,0,0.069,낮음
C105248,Basic,2547500,20,3.7,1,0.413,중간
C105249,Standard,1435200,70,2.6,1,0.81,높음
C105250,Standard,37000,3,2.4,0,0.386,중간
C105251,Premium,2093000,24,5.0,0,0.332,중간
C105252,Premium,820000,0,3.4,0,0.137,낮음
C105253,Basic,38400,75,3.0,1,0.967,높음
C105254,Basic,292400,51,4.2,0,0.633,높음
C105255,Premium,6274800,45,3.2,1,0.577,중간
C105256,Basic,4298400,10,3.7,0,0.172,낮음
C105257,Standard,1562200,25,3.6,0,0.322,중간
C105258,Standard,2005000,16,4.8,0,0.311,중간
C105259,Basic,1877300,9,5.0,0,0.14,낮음
C105260,Basic,1105400,4,4.0,0,0.172,낮음
C105261,Standard,60700,30,3.3,0,0.377,중간
C105262,Standard,859200,1,3.2,0,0.304,중간
C105263,Standard,1349000,17,4.3,0,0.427,중간
C105264,Premium,1480700,10,4.1,0,0.14,낮음
C105265,Premium,9545600,0,3.4,0,0.073,낮음
C105266,Premium,1033600,11,3.4,0,0.41,중간
C105267,Premium,1750300,0,4.2,0,0.086,낮음
C105268,Basic,356000,12,3.4,0,0.409,중간
C105269,Basic,2480900,7,3.6,0,0.561,중간
C105270,Basic,5411600,9,3.3,0,0.472,중간
C105271,Standard,397400,62,1.0,1,0.966,높음
C105272,Basic,803200,116,4.0,1,0.95,높음
C105273,Standard,621700,39,3.7,1,0.516,중간
C105274,Basic,1149200,16,4.3,0,0.492,중간
C105275,Basic,6592800,33,3.1,1,0.473,중간
C105276,Standard,1836000,4,4.5,0,0.13,낮음
C105277,Basic,2363800,19,3.2,0,0.568,중간
C105278,Standard,6778500,16,3.9,0,0.193,낮음
C105279,Basic,1134000,25,3.7,0,0.338,중간
C105280,Basic,334200,16,4.9,0,0.237,낮음
C105281,Basic,1181000,0,2.2,0,0.367,중간
C105282,Standard,768700,7,3.6,0,0.21,낮음
C105283,Basic,298400,5,4.0,0,0.321,중간
C105284,Basic,779500,4,3.8,0,0.256,낮음
C105285,Basic,5049000,8,2.6,0,0.458,중간
C105286,Basic,50200,67,4.8,1,0.797,높음
C105287,Standard,1145700,23,3.5,0,0.407,중간
C105288,Basic,992200,5,3.7,1,0.28,낮음
C105289,Standard,734000,11,4.1,0,0.273,낮음
C105290,Standard,104400,46,3.2,0,0.693,높음
C105291,Basic,3747900,45,2.5,1,0.866,높음
C105292,Basic,892100,55,3.6,1,0.889,높음
C105293,Premium,852800,48,4.4,0,0.418,중간
C105294,Standard,1465200,8,3.2,0,0.262,낮음
C105295,Basic,6123600,14,3.1,0,0.453,중간
C105296,Premium,992700,25,3.6,0,0.261,낮음
C105297,Premium,1712000,4,4.4,0,0.072,낮음
C105298,Basic,226400,15,3.6,1,0.673,높음
C105299,Premium,5118300,14,3.8,0,0.158,낮음
C105300,Basic,594700,19,3.9,0,0.452,중간
C105301,Basic,650400,12,5.0,0,0.202,낮음
C105302,Standard,55700,25,3.5,0,0.446,중간
C105303,Basic,4255400,0,2.3,0,0.243,낮음
C105304,Basic,1212000,0,4.4,0,0.189,낮음
C105305,Basic,12831800,76,4.4,0,0.707,높음
C105306,Standard,764400,8,4.0,0,0.24,낮음
C105307,Premium,10583300,0,3.7,0,0.066,낮음
C105308,Standard,786400,50,5.0,0,0.416,중간
C105309,Basic,387800,22,2.6,1,0.449,중간
C105310,Basic,657600,9,4.2,0,0.305,중간
C105311,Basic,262100,18,4.8,0,0.223,낮음
C105312,Basic,835800,48,2.2,0,0.877,높음
C105313,Basic,1847600,7,2.9,0,0.367,중간
C105314,Standard,546100,0,2.8,0,0.187,낮음
C105315,Premium,1368500,29,2.9,0,0.59,중간
C105316,Standard,150000,21,5.0,0,0.176,낮음
C105317,Standard,3541400,4,4.8,0,0.072,낮음
C105318,Basic,149500,22,3.7,1,0.492,중간
C105319,Basic,268300,29,3.0,1,0.668,높음
C105320,Basic,2844300,36,5.0,0,0.268,낮음
C105321,Standard,1365000,6,3.0,0,0.299,낮음
C105322,Standard,242100,24,2.8,0,0.71,높음
C105323,Basic,1868200,8,2.4,1,0.378,중간
C105324,Standard,1023700,46,4.8,1,0.472,중간
C105325,Standard,1160600,11,4.4,0,0.134,낮음
C105326,Basic,1147700,4,4.0,0,0.227,낮음
C105327,Basic,1305900,0,3.7,0,0.29,낮음
C105328,Basic,385600,65,3.0,1,0.816,높음
C105329,Basic,4650200,16,4.7,0,0.206,낮음
C105330,Basic,219000,40,4.1,1,0.708,높음
C105331,Standard,2599900,31,3.1,0,0.406,중간
C105332,Standard,3268900,19,2.9,1,0.554,중간
C105333,Standard,505800,1,3.6,0,0.256,낮음
C105334,Basic,491400,0,5.0,0,0.167,낮음
C105335,Basic,412100,1,3.0,0,0.358,중간
C105336,Basic,673200,19,3.4,1,0.707,높음
C105337,Basic,1342500,21,3.1,0,0.755,높음
C105338,Standard,60400,14,4.1,0,0.407,중간
C105339,Basic,1023800,11,2.4,1,0.569,중간
C105340,Basic,141400,0,3.1,0,0.363,중간
C105341,Premium,3032600,35,2.3,0,0.515,중간
C105342,Basic,761600,0,3.7,0,0.233,낮음
C105343,Basic,177100,25,3.2,0,0.813,높음
C105344,Basic,526300,0,3.9,0,0.215,낮음
C105345,Premium,4683500,3,2.8,0,0.094,낮음
C105346,Basic,1587600,23,4.0,0,0.505,중간
C105347,Standard,253400,40,1.5,1,0.851,높음
C105348,Basic,3047000,1,1.8,0,0.265,낮음
C105349,Basic,1990000,9,3.6,0,0.451,중간
C105350,Standard,561400,2,4.2,0,0.221,낮음
C105351,Basic,215000,40,4.0,1,0.838,높음
C105352,Basic,1604100,31,4.0,0,0.528,중간
C105353,Basic,178700,3,3.0,0,0.421,중간
C105354,Basic,295600,40,3.9,0,0.601,높음
C105355,Basic,1720600,0,4.8,0,0.122,낮음
C105356,Basic,4050000,5,4.6,0,0.066,낮음
C105357,Premium,1915800,44,3.6,0,0.317,중간
C105358,Basic,966200,24,1.6,1,0.875,높음
C105359,Basic,2230800,0,3.1,0,0.217,낮음
C105360,Basic,931800,7,3.7,0,0.296,낮음
C105361,Premium,855800,11,5.0,0,0.081,낮음
C105362,Standard,473600,37,3.6,0,0.58,중간
C105363,Standard,1257800,27,4.4,0,0.44,중간
C105364,Basic,2519100,0,4.1,0,0.102,낮음
C105365,Standard,269100,18,3.2,0,0.281,낮음
C105366,Basic,802600,0,3.8,0,0.228,낮음
C105367,Basic,1624900,117,2.9,0,0.979,높음
C105368,Premium,1176000,47,4.5,1,0.36,중간
C105369,Basic,346500,11,2.7,0,0.759,높음
C105370,Basic,2234700,6,2.9,0,0.484,중간
C105371,Standard,2338200,2,4.5,1,0.117,낮음
C105372,Basic,133900,9,3.6,0,0.431,중간
C105373,Basic,9626800,51,3.1,0,0.561,중간
C105374,Premium,4382400,6,4.4,0,0.128,낮음
C105375,Basic,558400,28,3.1,1,0.575,중간
C105376,Basic,1132900,2,3.5,0,0.204,낮음
C105377,Standard,2269800,6,2.4,0,0.29,낮음
C105378,Standard,2956800,25,3.6,0,0.476,중간
C105379,Basic,1252900,14,3.6,0,0.526,중간
C105380,Premium,5624600,24,1.9,0,0.361,중간
C105381,Premium,2743000,19,3.2,0,0.178,낮음
C105382,Standard,152100,45,3.4,0,0.734,높음
C105383,Premium,8323900,0,4.9,0,0.026,낮음
C105384,Standard,3280600,55,3.4,0,0.693,높음
C105385,Basic,1436500,65,2.4,0,0.923,높음
C105386,Premium,3334600,12,4.0,0,0.128,낮음
C105387,Standard,3593100,19,2.6,0,0.297,낮음
C105388,Basic,2243500,6,2.7,0,0.53,중간
C105389,Basic,3238200,0,3.7,0,0.138,낮음
C105390,Basic,590100,35,3.1,0,0.806,높음
C105391,Premium,2412300,11,3.2,0,0.29,낮음
C105392,Standard,638300,0,3.6,0,0.185,낮음
C105393,Premium,217400,38,2.6,1,0.51,중간
C105394,Premium,3265900,19,2.1,1,0.41,중간
C105395,Standard,377400,0,3.5,0,0.167,낮음
C105396,Premium,1922000,0,2.1,0,0.121,낮음
C105397,Basic,806400,0,4.0,0,0.178,낮음
C105398,Standard,348500,24,3.6,0,0.627,높음
C105399,Basic,315700,34,3.2,1,0.836,높음
C105400,Standard,453900,28,2.8,0,0.708,높음
C105401,Standard,8572000,19,2.7,0,0.25,낮음
C105402,Premium,1935800,60,2.8,1,0.714,높음
C105403,Basic,815800,11,3.2,0,0.47,중간
C105404,Basic,475000,52,3.8,0,0.629,높음
C105405,Standard,902700,54,3.7,0,0.799,높음
C105406,Standard,716400,20,3.8,0,0.634,높음
C105407,Basic,3661100,28,4.9,0,0.219,낮음
C105408,Basic,528600,57,3.6,1,0.845,높음
C105409,Premium,2484000,5,2.2,0,0.416,중간
C105410,Standard,364500,13,3.8,0,0.288,낮음
C105411,Basic,1392300,22,5.0,0,0.17,낮음
C105412,Basic,1116000,1,3.5,0,0.302,중간
C105413,Basic,1281300,44,4.2,0,0.588,중간
C105414,Standard,290900,15,3.9,0,0.277,낮음
C105415,Basic,2707200,4,2.9,0,0.228,낮음
C105416,Basic,1952100,14,1.4,0,0.787,높음
C105417,Premium,2490400,0,3.0,1,0.071,낮음
C105418,Basic,133000,19,3.6,0,0.496,중간
C105419,Standard,5108400,33,3.2,0,0.163,낮음
C105420,Premium,928200,17,2.9,0,0.166,낮음
C105421,Standard,2341800,10,3.8,0,0.207,낮음
C105422,Premium,1600500,0,5.0,0,0.081,낮음
C105423,Standard,547000,11,2.2,0,0.479,중간
C105424,Basic,905000,0,1.4,0,0.499,중간
C105425,Standard,1451400,13,3.5,0,0.374,중간
C105426,Premium,3738000,0,4.6,0,0.067,낮음
C105427,Basic,485600,81,2.3,0,0.963,높음
C105428,Standard,1211800,0,4.3,0,0.175,낮음
C105429,Standard,506900,7,4.6,0,0.206,낮음
C105430,Standard,180100,7,2.3,0,0.452,중간
C105431,Standard,6613500,17,4.1,0,0.165,낮음
C105432,Standard,2370100,47,4.0,0,0.545,중간
C105433,Premium,670800,32,1.8,1,0.736,높음
C105434,Basic,2438000,14,4.3,0,0.19,낮음
C105435,Standard,1794500,31,3.6,0,0.526,중간
C105436,Basic,692200,12,4.3,0,0.292,낮음
C105437,Standard,3018100,8,3.5,0,0.14,낮음
C105438,Standard,521600,51,1.8,0,0.84,높음
C105439,Basic,2306800,64,3.2,1,0.856,높음
C105440,Standard,110400,52,2.6,1,0.938,높음
C105441,Standard,852600,24,3.1,0,0.298,낮음
C105442,Basic,796600,0,3.3,0,0.195,낮음
C105443,Basic,1821800,1,3.7,0,0.247,낮음
C105444,Standard,435600,7,3.4,1,0.236,낮음
C105445,Standard,1200000,28,3.2,0,0.692,높음
C105446,Basic,340800,5,2.6,0,0.361,중간
C105447,Standard,374000,0,4.7,0,0.114,낮음
C105448,Premium,785600,12,3.8,0,0.345,중간
C105449,Standard,765200,0,3.0,0,0.189,낮음
C105450,Basic,643200,0,2.4,1,0.424,중간
C105451,Premium,178300,0,2.4,0,0.161,낮음
C105452,Standard,3657900,32,3.9,0,0.226,낮음
C105453,Basic,1532500,11,3.3,0,0.387,중간
C105454,Standard,3991300,6,2.1,0,0.249,낮음
C105455,Standard,32600,19,3.3,1,0.476,중간
C105456,Premium,6266900,4,3.4,0,0.053,낮음
C105457,Premium,3453800,40,3.5,0,0.332,중간
C105458,Premium,1108800,16,3.2,0,0.346,중간
C105459,Premium,2067100,61,3.0,0,0.772,높음
C105460,Premium,3229200,14,2.7,0,0.374,중간
C105461,Basic,2873600,3,2.1,0,0.436,중간
C105462,Premium,2219500,25,4.3,0,0.183,낮음
C105463,Standard,293800,0,3.0,0,0.328,중간
C105464,Basic,378700,28,3.7,0,0.704,높음
C105465,Standard,1030400,25,3.0,0,0.276,낮음
C105466,Basic,2463800,0,3.4,0,0.156,낮음
C105467,Basic,671800,40,2.3,0,0.702,높음
C105468,Basic,269800,20,3.6,0,0.51,중간
C105469,Basic,1991700,38,1.2,0,0.909,높음
C105470,Basic,84500,90,2.4,1,0.977,높음
C105471,Standard,2273900,19,3.7,0,0.213,낮음
C105472,Basic,1805400,10,1.8,0,0.404,중간
C105473,Basic,3727000,32,2.9,0,0.415,중간
C105474,Standard,2821500,42,3.3,0,0.751,높음
C105475,Standard,112900,52,4.8,0,0.56,중간
C105476,Basic,220400,24,3.0,0,0.776,높음
C105477,Basic,1377600,0,3.1,0,0.123,낮음
C105478,Standard,1304000,7,4.3,0,0.086,낮음
C105479,Basic,2208000,9,2.7,0,0.515,중간
C105480,Premium,772800,3,3.3,0,0.198,낮음
C105481,Basic,1166900,42,3.8,0,0.543,중간
C105482,Basic,1075200,81,5.0,1,0.746,높음
C105483,Premium,10628400,0,2.8,0,0.049,낮음
C105484,Standard,311100,37,3.8,0,0.303,중간
C105485,Basic,4030000,5,2.2,1,0.521,중간
C105486,Premium,1192000,27,5.0,0,0.121,낮음
C105487,Basic,213100,3,2.3,0,0.449,중간
C105488,Basic,2864200,123,3.6,1,0.929,높음
C105489,Basic,113700,10,3.4,1,0.376,중간
C105490,Basic,899900,35,3.3,0,0.623,높음
C105491,Standard,491000,14,4.0,0,0.294,낮음
C105492,Premium,2132600,0,2.1,0,0.181,낮음
C105493,Standard,2967400,23,5.0,0,0.296,낮음
C105494,Premium,4804700,10,4.4,0,0.059,낮음
C105495,Premium,1323300,0,2.1,1,0.274,낮음
C105496,Basic,323800,70,3.0,0,0.877,높음
C105497,Basic,3507800,0,3.8,0,0.144,낮음
C105498,Premium,9800800,15,4.2,0,0.117,낮음
C105499,Standard,1498100,2,4.1,0,0.099,낮음
C105500,Premium,1470700,0,5.0,0,0.049,낮음
C105501,Premium,1493800,0,3.5,0,0.176,낮음
C105502,Basic,200200,48,3.6,1,0.747,높음
C105503,Basic,812200,41,4.9,1,0.412,중간
C105504,Standard,1670400,0,3.4,0,0.136,낮음
C105505,Standard,1460800,17,3.8,0,0.168,낮음
C105506,Basic,737100,16,3.3,0,0.503,중간
C105507,Standard,145400,25,3.6,0,0.359,중간
C105508,Standard,1974500,32,4.5,0,0.239,낮음
C105509,Basic,412700,12,3.8,0,0.282,낮음
C105510,Standard,532000,51,4.3,0,0.549,중간
C105511,Standard,26000,5,3.9,0,0.27,낮음
C105512,Basic,1320200,4,3.5,0,0.261,낮음
C105513,Premium,4592000,17,3.6,0,0.192,낮음
C105514,Premium,3280400,12,3.9,0,0.066,낮음
C105515,Standard,774900,0,5.0,0,0.073,낮음
C105516,Standard,1427200,18,2.9,0,0.476,중간
C105517,Basic,3345400,43,3.6,0,0.705,높음
C105518,Standard,10114300,14,1.7,0,0.252,낮음
C105519,Basic,169300,26,4.6,0,0.432,중간
C105520,Basic,136000,43,4.5,0,0.562,중간
C105521,Basic,235500,19,3.1,0,0.765,높음
C105522,Basic,524200,62,1.4,1,0.949,높음
C105523,Standard,1227100,10,4.0,0,0.227,낮음
C105524,Standard,1078600,53,4.9,0,0.686,높음
C105525,Standard,700700,9,5.0,0,0.121,낮음
C105526,Basic,1787900,20,3.1,1,0.559,중간
C105527,Standard,107200,52,3.5,1,0.832,높음
C105528,Premium,953100,0,4.3,0,0.074,낮음
C105529,Premium,2756600,0,5.0,0,0.032,낮음
C105530,Basic,775200,30,3.4,1,0.514,중간
C105531,Standard,1533300,46,4.0,0,0.316,중간
C105532,Basic,888300,52,3.4,0,0.531,중간
C105533,Basic,952400,42,4.0,0,0.711,높음
C105534,Basic,1692800,14,3.5,0,0.291,낮음
C105535,Basic,1086400,0,4.7,0,0.155,낮음
C105536,Premium,524400,52,4.4,1,0.512,중간
C105537,Standard,600800,12,3.4,1,0.253,낮음
C105538,Basic,988200,0,4.5,0,0.15,낮음
C105539,Standard,253400,12,2.9,0,0.395,중간
C105540,Premium,2803500,26,4.4,0,0.11,낮음
C105541,Basic,301600,17,2.2,0,0.733,높음
C105542,Basic,483000,27,3.6,0,0.719,높음
C105543,Premium,1158300,14,3.5,0,0.192,낮음
C105544,Standard,1533800,12,4.0,0,0.2,낮음
C105545,Premium,1177900,0,5.0,0,0.047,낮음
C105546,Standard,1215500,68,3.5,1,0.75,높음
C105547,Standard,1490400,0,3.6,0,0.095,낮음
C105548,Standard,34700,45,3.9,0,0.672,높음
C105549,Basic,385700,58,3.8,0,0.693,높음
C105550,Standard,982800,13,3.6,0,0.363,중간
C105551,Standard,11537900,0,2.4,0,0.153,낮음
C105552,Standard,688000,5,3.3,0,0.218,낮음
C105553,Basic,3969900,20,2.2,0,0.59,중간
C105554,Standard,622400,11,2.4,0,0.372,중간
C105555,Standard,992200,0,4.3,0,0.115,낮음
C105556,Standard,1088500,11,3.6,0,0.224,낮음
C105557,Basic,467300,12,1.2,1,0.658,높음
C105558,Premium,928600,20,5.0,0,0.236,낮음
C105559,Basic,2999800,12,2.4,1,0.64,높음
C105560,Basic,1962000,12,4.1,0,0.281,낮음
C105561,Premium,3679500,0,3.3,0,0.106,낮음
C105562,Basic,1008500,0,3.3,0,0.267,낮음
C105563,Premium,4540200,14,2.9,0,0.34,중간
C105564,Standard,106000,1,4.5,0,0.185,낮음
C105565,Premium,2413300,41,4.0,0,0.277,낮음
C105566,Basic,560200,0,5.0,0,0.161,낮음
C105567,Basic,286400,28,3.6,1,0.53,중간
C105568,Premium,273400,3,3.6,0,0.101,낮음
C105569,Basic,541300,14,3.8,0,0.584,중간
C105570,Standard,379200,56,2.6,1,0.939,높음
C105571,Basic,3584200,7,2.1,0,0.579,중간
C105572,Premium,212800,39,2.5,1,0.75,높음
C105573,Standard,1308200,8,3.0,0,0.313,중간
C105574,Basic,1665000,0,2.5,0,0.368,중간
C105575,Basic,581200,49,3.5,1,0.889,높음
C105576,Basic,1101600,53,5.0,1,0.804,높음
C105577,Basic,537600,7,3.8,0,0.325,중간
C105578,Standard,1895200,51,2.1,1,0.776,높음
C105579,Standard,480000,30,3.6,0,0.398,중간
C105580,Standard,600600,85,3.7,1,0.948,높음
C105581,Standard,2615200,19,4.7,0,0.14,낮음
C105582,Premium,7005400,0,4.7,0,0.024,낮음
C105583,Basic,111600,26,2.3,0,0.8,높음
C105584,Standard,1455100,61,3.3,0,0.708,높음
C105585,Premium,4934900,0,2.9,0,0.106,낮음
C105586,Basic,1442700,14,5.0,0,0.355,중간
C105587,Premium,131400,1,3.6,0,0.184,낮음
C105588,Standard,2675200,16,4.6,0,0.265,낮음
C105589,Premium,1842100,0,5.0,0,0.056,낮음
C105590,Premium,1074600,12,3.8,0,0.164,낮음
C105591,Standard,66800,12,2.5,1,0.639,높음
C105592,Standard,934600,56,3.1,0,0.839,높음
C105593,Standard,516400,16,4.8,0,0.354,중간
C105594,Premium,3041800,2,5.0,0,0.063,낮음
C105595,Standard,290500,22,5.0,0,0.459,중간
C105596,Premium,380200,9,4.7,0,0.119,낮음
C105597,Standard,5466500,6,2.5,0,0.183,낮음
C105598,Standard,2573000,0,3.5,0,0.13,낮음
C105599,Premium,1954400,16,3.4,0,0.378,중간
C105600,Standard,1560000,19,4.3,0,0.179,낮음
C105601,Standard,2340500,35,3.6,0,0.635,높음
C105602,Standard,1497500,11,1.0,0,0.714,높음
C105603,Standard,5815600,18,4.2,0,0.111,낮음
C105604,Standard,1766400,13,4.0,0,0.225,낮음
C105605,Basic,5676700,3,3.2,0,0.138,낮음
C105606,Basic,857000,23,2.3,0,0.771,높음
C105607,Standard,599000,0,3.2,0,0.227,낮음
C105608,Basic,799200,29,3.0,1,0.685,높음
C105609,Standard,856800,48,4.1,0,0.489,중간
C105610,Basic,648000,7,3.4,0,0.397,중간
C105611,Basic,3110400,39,5.0,0,0.281,낮음
C105612,Premium,2118500,49,4.2,0,0.623,높음
C105613,Premium,929900,124,3.5,1,0.963,높음
C105614,Basic,135400,8,3.9,0,0.37,중간
C105615,Premium,4083800,0,4.4,0,0.039,낮음
C105616,Basic,168700,21,4.4,0,0.317,중간
C105617,Premium,5080800,0,2.1,0,0.122,낮음
C105618,Premium,1912500,0,4.4,0,0.078,낮음
C105619,Standard,10466400,0,3.9,0,0.041,낮음
C105620,Standard,1240300,0,5.0,0,0.051,낮음
C105621,Standard,97000,26,3.3,0,0.499,중간
C105622,Basic,158800,19,2.6,1,0.804,높음
C105623,Standard,12200,35,5.0,0,0.554,중간
C105624,Standard,164600,42,3.1,1,0.826,높음
C105625,Basic,377400,0,2.5,1,0.506,중간
C105626,Premium,1715400,0,5.0,0,0.038,낮음
C105627,Basic,8808500,3,3.0,0,0.185,낮음
C105628,Standard,1313300,26,3.4,0,0.344,중간
C105629,Premium,5473500,22,3.7,0,0.137,낮음
C105630,Standard,1393600,18,5.0,0,0.217,낮음
C105631,Basic,655500,12,3.2,0,0.414,중간
C105632,Standard,234000,2,2.6,0,0.389,중간
C105633,Standard,1300500,32,3.3,0,0.348,중간
C105634,Basic,1544400,113,3.0,1,0.975,높음
C105635,Basic,99500,28,3.2,0,0.612,높음
C105636,Standard,2382800,0,4.0,0,0.169,낮음
C105637,Standard,1587600,33,3.4,0,0.339,중간
C105638,Basic,2955500,14,3.6,0,0.354,중간
C105639,Standard,655500,12,3.9,0,0.252,낮음
C105640,Basic,1536200,0,1.9,1,0.368,중간
C105641,Standard,2160900,0,4.6,0,0.053,낮음
C105642,Basic,1860900,55,3.2,1,0.701,높음
C105643,Basic,612900,39,3.6,0,0.688,높음
C105644,Basic,435500,31,3.7,1,0.783,높음
C105645,Basic,82600,6,4.8,0,0.215,낮음
C105646,Standard,697400,5,2.2,0,0.341,중간
C105647,Standard,17200,64,3.5,0,0.922,높음
C105648,Standard,2550000,0,3.9,0,0.13,낮음
C105649,Standard,261400,16,4.7,0,0.367,중간
C105650,Standard,368600,23,4.1,0,0.629,높음
C105651,Basic,894600,43,5.0,0,0.505,중간
C105652,Standard,1037300,0,4.3,0,0.135,낮음
