년월일,최대순간풍속(m/s),평균기온(℃),최저기온(℃),최고기온(℃),일강수량(mm),최저습도(%),최고습도(%),최저기압(hPa),최고기압(hPa)
2024-05-11,18.3,16.8,11.9,21.6,0,39,94,"1,008.70","1,013"
2024-05-12,11.3,18.2,11.9,24.5,0,27,77,"1,012.40","1,015.20"
2024-05-13,8.9,18.7,12.7,24.7,0,23,72,"1,013.80","1,016.60"
2024-05-14,9,13,7.2,18.8,20.6,41,94,"1,009.70","1,015.70"
2024-05-15,12.7,13.4,6.9,19.8,0.1,32,93,"1,007.20","1,011.90"
2024-05-16,9.4,17.9,10.8,24.9,0,42,90,"1,011.10","1,016.40"
2024-05-17,8.8,21.3,16,26.5,0,46,78,"1,014.40","1,018.10"
2024-05-18,8.1,21.9,15.9,27.9,0,30,88,"1,012.60","1,017.40"
2024-05-19,7.7,19.8,16.8,22.8,0,63,87,"1,012.70","1,017.80"
2024-05-20,7.4,22.3,16.3,28.3,0,33,90,"1,015.70","1,019.70"
2024-05-21,7.2,21,16.4,25.5,0,44,90,"1,013","1,018.50"
2024-05-22,8.7,21.1,15.8,26.4,0,43,85,"1,008.60","1,013.40"
2024-05-23,7.2,20.2,15.7,24.7,0,61,87,"1,011","1,014.40"
2024-05-24,7.6,21.7,18.7,24.7,0,47,84,"1,012.80","1,016.70"
2024-05-25,6.9,20.4,17,23.7,8.7,49,96,"1,001","1,012.80"
2024-05-26,10.8,18.4,14.1,22.6,0,40,93,"1,001.40","1,005.20"
2024-05-27,12.2,20.2,14.3,26.1,0,32,80,"1,004.20","1,009.90"
2024-05-28,10.4,21.1,15.4,26.8,0,30,76,"1,009.90","1,013.60"
2024-05-29,8.4,20.4,16.2,24.6,0,37,61,"1,008.30","1,012.90"
2024-05-30,5.1,21.2,16.9,25.4,1,35,82,"1,007.90","1,010.60"
2024-05-31,10.6,21.4,17.5,25.2,0,34,86,"1,008.10","1,011.10"
2024-06-01,9.5,20.8,15.7,25.8,0,36,71,"1,007.70","1,011"
2024-06-02,9.3,22.2,15.7,28.7,0,29,80,"1,008.50","1,013.30"
2024-06-03,8.3,22.8,16.3,29.3,0,29,56,"1,013.30","1,017.30"
2024-06-04,7.5,24.1,18.1,30.1,0,36,67,"1,015.50","1,018.60"
2024-06-05,7.1,25.4,19.3,31.4,0,31,69,"1,012.80","1,017.60"
2024-06-06,8.2,23.2,18.3,28,0.8,40,71,"1,009.80","1,015.60"
2024-06-07,5.6,21.5,17.9,25,16.9,58,94,"1,006.70","1,011.90"
2024-06-08,6.6,23.1,17.4,28.8,0,47,92,"1,006.30","1,008.60"
2024-06-09,8,25.1,19,31.1,0,44,85,"1,004.10","1,008.90"
2024-06-10,7.4,26.7,21.7,31.6,0,40,79,"1,004.90","1,008.30"
2024-06-11,8.2,25.5,19.2,31.8,0,35,83,"1,003.60","1,008.40"
2024-06-12,8.4,27.2,21.4,33,0,35,75,"1,002.80","1,006.90"
2024-06-13,7.1,26.4,20,32.8,0,28,73,"1,002.80","1,005.70"
2024-06-14,9.9,25,21.8,28.2,6.1,55,87,"1,001.10","1,005.20"
2024-06-15,6.6,24.7,19.9,29.5,0,38,89,"1,003.70","1,008.50"
2024-06-16,9.6,24.6,18.9,30.2,0,28,73,"1,005","1,009.40"
2024-06-17,8.4,26.7,20.4,32.9,0,35,84,"1,004.40","1,008.50"
2024-06-18,7.9,28.6,21.4,35.8,0,32,82,"1,005.20","1,009.80"
2024-06-19,5.8,29.4,23.4,35.4,0,27,65,"1,000.70","1,006.80"
2024-06-20,7.6,28.4,22.9,33.9,0,34,62,"1,000.40","1,003"
2024-06-21,8.8,24.4,22.6,26.1,16.5,59,93,994.5,"1,002.80"
2024-06-22,6.4,26.3,22.5,30.1,5.1,59,93,996,"1,001.30"
2024-06-23,8.8,24.6,21.2,27.9,0,45,89,999.8,"1,006.70"
2024-06-24,9.2,23.2,19.1,27.2,0,42,77,"1,006.80","1,013.20"
2024-06-25,11.6,25.3,18.9,31.6,0,38,86,"1,012.30","1,016"
2024-06-26,8.8,26.1,20.6,31.6,0,38,71,"1,008.10","1,014.60"
2024-06-27,6.1,26.9,21.3,32.5,0,35,75,"1,004.70","1,008.50"
2024-06-28,7.5,27,21.6,32.3,38.3,44,94,996.2,"1,007.30"
2024-06-29,13,23.5,22,24.9,32.2,80,96,994.1,"1,001.60"
2024-06-30,13.6,26.7,22,31.3,0,47,89,"1,001.40","1,005.40"
2024-07-01,5.2,23.6,21.9,25.2,65.1,77,97,"1,002.20","1,005.80"
2024-07-02,10.1,24.8,23.6,25.9,0.8,70,96,"1,002.80","1,010"
2024-07-03,12.9,26.9,23.2,30.6,3.6,56,88,"1,000.40","1,010.10"
2024-07-04,13.3,23.7,21.3,26.1,4.1,67,95,"1,000","1,006.30"
2024-07-05,16.2,26.1,22.1,30,2.8,73,93,"1,000","1,005.50"
2024-07-06,13.8,24.9,21.5,28.2,28.7,68,95,"1,003.10","1,005.50"
2024-07-07,7.3,23.8,23.1,24.5,21.1,89,97,"1,000.40","1,004"
2024-07-08,6.8,24.7,22.7,26.7,0.3,78,94,"1,002","1,005.50"
2024-07-09,8.2,26.9,22.7,31.1,1.4,57,94,998.3,"1,002.90"
2024-07-10,8.9,26.1,23.3,28.9,0,66,88,"1,000.20","1,002.70"
2024-07-11,6.4,26,21.8,30.2,0,59,91,"1,001.20","1,003.90"
2024-07-12,5,28.4,23.5,33.3,0,40,93,"1,003","1,008.10"
2024-07-13,7.5,28.5,24.9,32.1,0.4,54,80,"1,007.40","1,010.90"
2024-07-14,8.7,27.9,24.5,31.3,0,55,74,"1,008.90","1,011.90"
2024-07-15,7.7,27.7,24.6,30.7,17,62,93,"1,008.40","1,010.90"
2024-07-16,8.6,26.1,24.1,28.1,98.8,76,97,"1,005.20","1,009.50"
2024-07-17,11.9,24.4,23.1,25.6,128.8,89,98,998.4,"1,005.20"
2024-07-18,13.9,27.5,24.2,30.8,0.1,60,97,"1,003.70","1,007.50"
2024-07-19,8,27.9,25.1,30.6,14.9,67,91,"1,001.80","1,008.80"
2024-07-20,12.5,26.2,22.5,29.8,8.5,72,96,"1,001.80","1,008.60"
2024-07-21,17.6,26.1,24.3,27.9,79.9,81,96,"1,000.60","1,008.60"
2024-07-22,16.4,26.6,25.8,27.3,2,80,95,"1,002.10","1,005.20"
2024-07-23,13.2,28.5,26,30.9,14.7,71,96,"1,003","1,005.40"
2024-07-24,9.8,28.8,25.4,32.2,25.3,64,93,"1,004.40","1,008.70"
2024-07-25,11.2,29,25.2,32.7,5.5,65,93,"1,007.50","1,012.40"
2024-07-26,10.4,29.6,27.5,31.7,33.5,68,92,"1,012.30","1,015.30"
2024-07-27,10.2,29.8,27.3,32.2,0,59,92,"1,010.40","1,015"
2024-07-28,12.6,27.3,26.8,27.8,0,80,85,"1,006.80","1,011.20"
2024-07-29,11.2,29.1,26.3,31.9,0,66,87,"1,005.70","1,008.10"
2024-07-30,9.4,30.2,27,33.3,0,59,84,"1,004.30","1,007.90"
2024-07-31,7.1,30.3,27.3,33.2,0.3,64,87,"1,002","1,005.90"
2024-08-01,7.1,30.4,28.2,32.5,0,67,84,"1,002.50","1,006"
2024-08-02,7.1,30.7,27.2,34.2,0,58,89,"1,005.40","1,007.90"
2024-08-03,7.2,31.8,27.3,36.2,0,50,88,"1,005.20","1,008.30"
2024-08-04,6.9,30.3,26.9,33.7,1.3,61,88,"1,005","1,008.40"
2024-08-05,7.5,29.6,25.6,33.5,0,57,88,"1,005.30","1,009.30"
2024-08-06,7.3,30.3,27.2,33.4,3.4,55,85,"1,003.50","1,007.80"
2024-08-07,6.1,29.3,26.9,31.6,0,63,85,"1,002.90","1,005.10"
2024-08-08,5.9,29.6,25.6,33.6,0,56,89,"1,002.20","1,005.20"
2024-08-09,5.7,30,26.4,33.6,0,55,87,"1,001.20","1,004.20"
2024-08-10,6.6,31.1,27.8,34.4,0,53,79,"1,000.90","1,003.10"
2024-08-11,6.7,31.2,28.2,34.1,0,57,82,"1,002.30","1,005.90"
2024-08-12,6.4,32.3,28.1,36.4,0,49,84,"1,005.40","1,008.50"
2024-08-13,7.9,31.1,27.3,34.9,3,52,82,"1,005.40","1,008.30"
2024-08-14,11.9,30.7,26.7,34.6,6.4,53,86,"1,005.30","1,008.40"
2024-08-15,13,30.6,26.8,34.3,0,51,84,"1,006.10","1,009.20"
2024-08-16,7.6,30.6,27.2,34,11,53,85,"1,007.70","1,010.80"
2024-08-17,9.4,30.5,27,33.9,0,56,86,"1,006.80","1,010.50"
2024-08-18,7.6,30.8,26.3,35.3,2.3,46,89,"1,005.50","1,008.80"
2024-08-19,10.5,31.2,27,35.4,0,54,86,"1,006","1,009.50"
2024-08-20,8.2,28.9,26.9,30.8,42.2,71,96,"1,005.20","1,008.10"
2024-08-21,11.7,28.7,27.1,30.3,0.6,70,85,"1,000.70","1,007.20"
2024-08-22,13.9,28,25.1,30.9,2,66,89,"1,007.90","1,010.80"
2024-08-23,10.2,29.1,26.4,31.8,0,59,88,"1,005.80","1,009.40"
2024-08-24,6.3,28.8,24.9,32.7,0,58,91,"1,006.60","1,010"
2024-08-25,6.7,28.1,25.6,30.6,0,61,89,"1,005.10","1,007.70"
2024-08-26,5,27.5,24.6,30.3,0.3,52,81,"1,004.70","1,008.30"
2024-08-27,6.2,28.1,23,33.2,0,46,77,"1,006.30","1,009.60"
2024-08-28,7.4,28.5,23.4,33.5,0,49,74,"1,004.30","1,008.50"
2024-08-29,9,28.3,23.7,32.9,0,45,77,"1,003","1,006.10"
2024-08-30,8.1,27.8,22.6,33,0,40,83,"1,004.40","1,007.20"
2024-08-31,6.3,28.1,24.6,31.6,0,41,82,"1,005.40","1,007.50"
2024-09-01,7.5,24.6,22.2,26.9,2.7,65,88,"1,006.50","1,011.60"
2024-09-02,8.6,27.6,23.2,32,0,44,69,"1,009.10","1,013.60"
2024-09-03,8.5,28.3,23.2,33.3,0,42,75,"1,006.20","1,011"
2024-09-04,6.1,27.2,25.6,28.8,6.9,63,92,"1,005.50","1,007.90"
2024-09-05,9.9,24.5,23.3,25.7,0.7,69,91,"1,007.90","1,012.80"
2024-09-06,7.6,27.1,22.8,31.3,0,50,82,"1,011.40","1,013.80"
2024-09-07,6.2,27.7,22.6,32.8,0,47,88,"1,011.20","1,014.70"
2024-09-08,6.5,29.1,24.1,34.1,0,50,82,"1,010.80","1,013.60"
2024-09-09,5.5,29.8,25.6,33.9,0,51,84,"1,011.10","1,014.10"
2024-09-10,6.3,30,25.4,34.6,0.4,50,86,"1,013.10","1,016.10"
2024-09-11,7.4,26,24.8,27.1,32.7,85,95,"1,012.80","1,015.70"
2024-09-12,5.1,26.1,24.2,28,7.6,80,96,"1,005.80","1,012.80"
2024-09-13,9.6,28.7,25.2,32.2,0,59,95,"1,003.60","1,006.80"
2024-09-14,5.7,28.3,24.2,32.4,0,59,92,"1,006.50","1,013.30"
2024-09-15,10.2,26.8,21.3,32.2,9.5,58,93,"1,013.30","1,015.90"
2024-09-16,9.3,29.5,25.8,33.2,0,59,87,"1,012.60","1,015.80"
2024-09-17,8,30.1,26.5,33.6,0.7,61,89,"1,011","1,013.90"
2024-09-18,6.5,29.1,25.6,32.6,0,63,89,"1,011.70","1,015"
2024-09-19,4.8,23.3,17.9,28.6,54.5,80,96,"1,006.80","1,012.70"
2024-09-20,12.4,19.5,17.1,21.9,27,69,99,"1,006.20","1,008.90"
2024-09-21,12.2,21.8,16.9,26.7,0,50,84,"1,008.60","1,016.90"
2024-09-22,9.4,21.4,16.6,26.1,0,42,73,"1,015.50","1,019.30"
2024-09-23,9.7,21.3,15.6,26.9,0,37,76,"1,013.70","1,018.20"
2024-09-24,6.1,23,18.6,27.3,0,55,75,"1,011.90","1,015.50"
2024-09-25,5.8,24.6,21.1,28,1.2,57,89,"1,010.40","1,013.70"
2024-09-26,6.5,23.6,19.1,28,0,49,90,"1,011.60","1,015.40"
2024-09-27,9.5,23.6,19.2,27.9,0,48,71,"1,015.30","1,020"
2024-09-28,9.7,24.1,19.1,29,0,47,70,"1,016.80","1,021.40"
2024-09-29,7.4,23.4,18.3,28.5,0,45,76,"1,011.70","1,018.80"
2024-09-30,7.5,17.5,13.3,21.7,2.5,39,91,"1,008.70","1,015.70"
2024-10-01,10,15.8,11.6,19.9,0,31,75,"1,015.10","1,021.70"
2024-10-02,8.3,16.7,10.8,22.5,0,37,75,"1,019.90","1,022.70"
2024-10-03,7.9,18.1,11.9,24.2,0,35,86,"1,021.80","1,025"
2024-10-04,6,18,11.6,24.4,0,38,83,"1,020.70","1,024.50"
2024-10-05,4.9,15.1,12.3,17.9,0,61,79,"1,018.70","1,022.30"
2024-10-06,4.7,17.4,14,20.7,0,56,85,"1,015.10","1,019"
2024-10-07,5.1,18.3,12.7,23.9,0,51,94,"1,014.60","1,017.80"
2024-10-08,6.6,19.2,13.9,24.4,0,44,84,"1,013.50","1,018"
2024-10-09,6.6,19.7,15.3,24.1,0,46,79,"1,012.60","1,015.60"
2024-10-10,5.1,19.2,13.9,24.4,0,40,90,"1,015.20","1,020.70"
2024-10-11,6.9,19.1,13.4,24.7,0,26,89,"1,020.60","1,023.90"
2024-10-12,4.8,17.6,12.6,22.6,0,47,86,"1,021.20","1,024.20"
2024-10-13,6.7,19.6,17.6,21.5,0,50,78,"1,016.60","1,021.80"
2024-10-14,4.9,19.8,17.6,21.9,0.5,77,92,"1,015.30","1,019.90"
2024-10-15,6,19.3,14.4,24.2,0,49,97,"1,019.90","1,023.80"
2024-10-16,4.8,19.8,13.8,25.7,0,46,87,"1,019","1,024"
2024-10-17,5,17.5,16.2,18.8,47.1,74,97,"1,008.70","1,019.60"
2024-10-18,8.7,16.8,12.4,21.1,1,60,96,"1,009.30","1,028.20"
2024-10-19,13.6,14.2,10.5,17.8,0,42,66,"1,028.20","1,032.70"
2024-10-20,11.1,14.5,9.7,19.3,0,52,78,"1,021.10","1,028.70"
2024-10-21,8.2,15.8,14.9,16.6,20.6,72,99,"1,009.30","1,021.10"
2024-10-22,9,12.5,9.4,15.5,2.3,61,96,"1,009.50","1,020.70"
2024-10-23,13.3,12.8,7.1,18.4,0,49,91,"1,020.60","1,024.70"
2024-10-24,8.1,15.1,8.7,21.5,0,33,91,"1,023.10","1,026.50"
2024-10-25,5.1,17.4,10.7,24,0,45,86,"1,017.60","1,023.70"
2024-10-26,6.2,16.4,14,18.8,0,67,88,"1,011","1,018.40"
2024-10-27,4.7,16.4,12.3,20.4,0,60,95,"1,012.30","1,018.10"
2024-10-28,7.9,15.9,13.4,18.3,0,49,75,"1,017.10","1,019.60"
2024-10-29,7.5,16.4,11.4,21.4,0,46,89,"1,019.30","1,023.60"
2024-10-30,6.6,16.8,11,22.6,0,42,88,"1,020.70","1,025"
2024-10-31,4.7,15.8,12.9,18.7,0,55,82,"1,015.60","1,022.40"
2024-11-01,5,19.1,13,25.1,0,41,73,"1,014.60","1,022.40"
2024-11-02,8.4,18.3,13,23.5,0,47,82,"1,018.90","1,023.10"
2024-11-03,8.5,13.6,8.9,18.3,0.1,32,89,"1,017.70","1,023.20"
2024-11-04,11.1,10.2,5.6,14.7,0,28,71,"1,019.50","1,024"
2024-11-05,7.9,8.3,4.1,12.5,0,29,62,"1,023.90","1,028.80"
2024-11-06,8.5,8.7,1.6,15.7,0,27,67,"1,028.20","1,031.40"
2024-11-07,4.7,10.6,3.1,18.1,0,33,68,"1,025.70","1,030.10"
2024-11-08,4.2,13.6,6.8,20.3,0,34,69,"1,024.50","1,028.20"
2024-11-09,3.6,15.7,10.3,21,0,45,76,"1,019.20","1,025.10"
2024-11-10,6.2,15.8,9.7,21.8,0,35,83,"1,016.80","1,022"
2024-11-11,5,15.1,11,19.2,0,44,83,"1,017.50","1,021.20"
2024-11-12,6.9,14.8,8.3,21.3,0,41,80,"1,020.20","1,023.40"
2024-11-13,7.5,15,13.2,16.8,0.1,61,76,"1,017.70","1,021.90"
2024-11-14,4.9,17.6,13.7,21.5,0,48,79,"1,016.10","1,019.40"
2024-11-15,5.4,18.5,14.4,22.6,6.5,46,94,"1,012.90","1,018.50"
2024-11-16,9.3,8.3,2.1,14.4,0,31,86,"1,015.30","1,030.20"
2024-11-17,10,3.6,-0.7,7.9,0,21,47,"1,030.10","1,034.30"
2024-11-18,10.4,5.8,0.3,11.3,0,39,61,"1,026.70","1,033.40"
2024-11-19,5.3,6,2.4,9.6,0,49,81,"1,022.10","1,026.80"
2024-11-20,4.5,10.1,6,14.1,0,54,85,"1,017.50","1,022.10"
2024-11-21,9,7,3.3,10.6,0,33,65,"1,019.50","1,026.10"
2024-11-22,7.4,7.1,1.5,12.6,0,35,60,"1,025.70","1,029"
2024-11-23,6.5,8.4,2.6,14.2,0,37,76,"1,027","1,030.60"
2024-11-24,5.2,9.5,3.6,15.4,0,47,72,"1,013.40","1,029.70"
2024-11-25,9.4,6.9,1,12.7,26,54,94,"1,007.70","1,013.50"
2024-11-26,14.1,-0.1,-1.3,1.2,22.4,78,97,"1,009.30","1,012.30"
2024-11-27,11.5,0.9,-1.7,3.4,4.9,63,96,"1,009.10","1,013.20"
2024-11-28,9.1,0,-3.4,3.4,0,54,89,"1,010.30","1,014.60"
2024-11-29,5.7,2.6,-0.5,5.6,0,63,93,"1,013.70","1,017"
2024-11-30,5.6,4.9,1.6,8.2,0.5,78,98,"1,013.80","1,017.30"
2024-12-01,5.8,6.8,0.6,13,0,47,97,"1,012.90","1,020.80"
2024-12-02,9.5,1.4,-2.4,5.2,0,26,69,"1,020.70","1,024.90"
2024-12-03,8.3,3.2,-0.6,6.9,0,27,74,"1,019.30","1,023.90"
2024-12-04,7.6,4.4,-0.1,8.8,1.8,29,85,"1,014.10","1,019.60"
2024-12-05,9.7,2.4,-0.4,5.2,0,33,72,"1,016.70","1,024.70"
2024-12-06,11.7,1.1,-2.5,4.6,0,40,67,"1,022.30","1,025"
2024-12-07,9.6,0.1,-3.9,4.1,0,27,65,"1,024","1,027.90"
2024-12-08,8.2,1.8,-3.8,7.4,0,38,72,"1,022.50","1,026.80"
2024-12-09,5,2.5,-1.9,6.9,0,39,82,"1,021.60","1,025.20"
2024-12-10,9,4.2,0.2,8.2,0,37,62,"1,020.30","1,024.30"
2024-12-11,5.7,1.1,-3.2,5.4,0,27,65,"1,023.30","1,026.70"
2024-12-12,7.3,1.5,-1.5,4.5,0,30,53,"1,019.50","1,024.40"
2024-12-13,9.5,-0.6,-3.6,2.5,0,37,63,"1,022.50","1,027.60"
2024-12-14,8.3,1.6,-2.2,5.4,0,33,73,"1,018.50","1,023.10"
2024-12-15,11.3,0.3,-3.3,3.9,0,39,84,"1,020.30","1,023.70"
2024-12-16,6.6,0.2,-3.5,3.8,0,34,71,"1,023.60","1,026.60"
2024-12-17,8.3,-2.7,-6.2,0.9,0,33,58,"1,024.60","1,029.60"
2024-12-18,6.2,-0.9,-6.7,4.9,0,28,61,"1,026.80","1,031.90"
2024-12-19,4.6,1.6,-2.1,5.3,0.4,48,86,"1,017.60","1,026.90"
2024-12-20,5.1,-1.4,-4.7,1.9,2.9,55,95,"1,014.90","1,024.10"
2024-12-21,9.4,-3.4,-7.7,1,0,36,63,"1,024","1,029.70"
2024-12-22,8.8,0.9,-5,6.7,0,38,75,"1,023.60","1,028.10"
2024-12-23,7.9,0.4,-4.3,5.1,0,31,69,"1,026.80","1,028.80"
2024-12-24,5.4,2.7,-1.1,6.5,0.1,51,80,"1,021.70","1,028.20"
2024-12-25,6.7,-0.3,-4.8,4.2,0,37,78,"1,021.70","1,027.70"
2024-12-26,11.4,-2.1,-5.9,1.8,0,35,71,"1,023.20","1,028.70"
2024-12-27,10.4,-2.8,-6.7,1.1,0,37,58,"1,022.60","1,025.70"
2024-12-28,9.9,1,-4.2,6.1,0,35,69,"1,021.60","1,027"
2024-12-29,5,6,1.9,10.1,0,52,81,"1,015.70","1,021.60"
2024-12-30,12,1.5,-2,4.9,0,28,82,"1,015.80","1,022.70"
