고객ID,성별,연령,지역,가입채널,가입개월수,요금제,월요금,결제수단,자동결제여부,월평균로그인수,월평균주문수,평균주문금액,누적결제금액,최근주문경과일,CS문의수,만족도점수,쿠폰사용률,모바일사용비중,이탈여부
C104733,여,28,경기,앱스토어,34,Standard,19900,계좌이체,0,25,1.7,25500,1473900,16,2,3.0,0.136,0.975,0
C104734,여,54,기타,SNS,61,Basic,9900,신용카드,1,22,1.7,37700,3909500,0,3,2.3,0.065,0.715,0
C104735,여,37,부산,지인추천,13,Standard,19900,신용카드,1,15,6.5,33300,2813800,0,0,5.0,0.335,0.9,0
C104736,여,22,대구,검색광고,10,Standard,19900,간편결제,0,10,2.6,55700,1448200,24,0,2.2,0.003,0.874,1
C104737,여,29,서울,SNS,6,Basic,9900,간편결제,0,0,0.3,21500,38700,61,2,2.0,0.203,0.652,1
C104738,여,39,서울,앱스토어,16,Premium,34900,신용카드,0,19,6.7,59600,6389100,13,1,3.8,0.223,0.676,0
C104739,남,44,서울,검색광고,9,Standard,19900,신용카드,0,22,4.3,39300,1520900,41,0,4.1,0.177,0.934,1
C104740,남,20,서울,SNS,10,Standard,19900,신용카드,1,2,2.9,40000,1160000,35,1,3.8,0.466,0.403,1
C104741,여,21,기타,SNS,13,Standard,19900,체크카드,0,19,1.0,28000,364000,21,1,5.0,0.293,0.914,0
C104742,남,50,서울,검색광고,24,Standard,19900,간편결제,1,19,1.8,18400,794900,0,0,4.4,0.233,0.503,0
C104743,남,29,서울,지인추천,18,Basic,9900,체크카드,0,9,0.6,38000,410400,19,1,4.7,0.512,0.751,0
C104744,남,35,경기,검색광고,46,Premium,34900,간편결제,1,19,4.2,33500,6472200,40,0,4.5,0.17,0.94,0
C104745,남,28,광주,SNS,43,Standard,19900,체크카드,1,11,3.5,27500,4138800,3,1,3.7,0.334,0.722,0
C104746,남,41,기타,지인추천,19,Standard,19900,신용카드,1,18,5.4,22000,2257200,0,0,3.1,0.071,0.714,0
C104747,남,19,기타,SNS,23,Basic,9900,간편결제,1,9,4.2,21600,2086600,14,1,3.9,0.699,0.834,0
C104748,남,46,인천,지인추천,17,Basic,9900,계좌이체,0,10,5.0,41200,3502000,17,2,,0.596,0.925,0
C104749,여,39,부산,검색광고,19,Standard,19900,체크카드,1,28,3.4,33500,2164100,54,2,2.2,0.016,0.752,0
C104750,남,45,부산,SNS,3,Basic,9900,신용카드,1,20,2.5,38900,291800,0,1,3.7,0.218,0.707,0
C104751,남,25,기타,SNS,11,Premium,34900,계좌이체,1,15,3.2,33500,1179200,1,0,5.0,0.017,0.778,1
C104752,남,57,서울,지인추천,9,Standard,19900,체크카드,1,14,3.2,18600,535700,0,1,4.8,0.013,0.673,0
C104753,남,24,경기,검색광고,23,Basic,9900,계좌이체,1,15,4.7,19000,2053900,17,0,5.0,0.724,0.923,0
C104754,여,67,서울,앱스토어,6,Basic,9900,신용카드,1,20,1.3,29600,230900,28,2,4.6,0.365,0.858,0
C104755,여,45,경기,지인추천,4,Premium,34900,간편결제,1,5,2.9,29800,345700,13,0,3.2,0.258,0.473,0
C104756,남,49,기타,앱스토어,24,Basic,9900,체크카드,1,3,1.7,12000,489600,41,1,4.3,0.472,0.791,1
C104757,여,26,인천,SNS,28,Basic,9900,신용카드,1,17,1.8,47100,2373800,13,0,5.0,0.233,0.869,0
C104758,남,37,기타,앱스토어,11,Standard,19900,신용카드,1,3,1.6,10900,191800,48,0,3.1,0.408,0.771,0
C104759,여,39,대구,지인추천,12,Premium,34900,체크카드,1,12,3.1,58700,2183600,0,2,2.3,0.317,0.599,0
C104760,남,32,인천,SNS,15,Basic,9900,신용카드,1,11,4.9,12800,940800,0,2,3.4,0.301,0.739,0
C104761,여,52,경기,지인추천,10,Premium,34900,신용카드,1,18,2.8,36300,1016400,18,0,5.0,0.58,0.771,0
C104762,여,37,기타,검색광고,20,Standard,19900,신용카드,1,17,1.9,35600,1352800,8,1,4.5,0.066,0.696,0
C104763,남,46,대전,SNS,4,Basic,9900,체크카드,1,29,2.7,13600,146900,46,3,3.6,0.264,0.908,0
C104764,남,38,경기,SNS,18,Basic,9900,간편결제,0,6,1.6,45900,1321900,13,1,3.9,0.558,0.77,0
C104765,여,50,서울,지인추천,3,Basic,9900,간편결제,0,8,1.5,15400,69300,13,0,5.0,0.292,0.582,0
C104766,남,55,대구,검색광고,22,Basic,9900,체크카드,1,26,5.8,27200,3470700,0,3,2.2,0.231,0.343,0
C104767,남,47,경기,검색광고,20,Standard,19900,신용카드,0,22,5.0,29400,2940000,25,1,,0.601,0.551,1
C104768,여,43,광주,앱스토어,42,Basic,9900,간편결제,1,24,3.4,42400,6054700,0,0,2.8,0.258,0.66,0
C104769,여,46,부산,검색광고,16,Basic,9900,체크카드,0,4,1.6,12600,322600,61,1,4.2,0.502,0.484,1
C104770,여,30,기타,SNS,32,Standard,19900,신용카드,0,13,4.5,23300,3355200,6,1,3.5,0.355,0.802,0
C104771,여,47,부산,SNS,19,Standard,19900,체크카드,1,32,4.8,31800,2900200,12,1,5.0,0.298,0.498,0
C104772,여,26,경기,지인추천,18,Standard,19900,신용카드,1,25,2.7,31900,1550300,42,1,2.9,0.225,0.637,0
C104773,남,28,부산,SNS,36,Basic,9900,신용카드,1,19,2.4,28600,2471000,6,1,2.5,0.224,0.95,0
C104774,여,19,서울,검색광고,21,Standard,19900,신용카드,1,20,2.6,35000,1911000,3,1,4.6,0.24,0.744,0
C104775,남,37,경기,앱스토어,13,Standard,19900,신용카드,0,16,6.1,49800,3949100,48,0,4.0,0.421,0.765,0
C104776,여,36,기타,검색광고,11,Basic,9900,신용카드,1,20,1.8,22100,437600,0,1,3.7,0.227,0.314,0
C104777,남,37,서울,앱스토어,30,Basic,9900,간편결제,0,12,1.6,37200,1785600,48,3,3.6,0.319,0.98,0
C104778,여,34,대전,SNS,49,Standard,19900,신용카드,0,8,2.6,44700,5694800,104,2,,0.308,0.695,1
C104779,남,34,서울,SNS,27,Standard,19900,신용카드,1,17,1.3,48500,1702400,39,4,3.2,0.178,0.817,1
C104780,남,52,대전,검색광고,14,Standard,19900,간편결제,0,8,4.5,21900,1379700,60,1,2.8,0.192,0.378,1
C104781,여,33,서울,지인추천,41,Standard,19900,신용카드,1,18,2.5,27600,2829000,6,2,4.9,0.08,0.773,0
C104782,남,63,서울,SNS,13,Basic,9900,간편결제,0,11,1.4,18300,333100,32,2,5.0,0.218,0.81,0
C104783,남,19,서울,검색광고,10,Standard,19900,체크카드,0,18,2.1,30400,638400,33,2,4.0,0.156,0.589,0
C104784,여,44,경기,제휴몰,24,Standard,19900,간편결제,1,21,3.1,18200,1354100,8,1,2.9,0.049,0.656,0
C104785,여,45,경기,지인추천,21,Standard,19900,간편결제,1,16,3.1,22300,1451700,5,2,2.9,0.026,0.871,0
C104786,남,46,경기,SNS,11,Standard,19900,간편결제,1,12,2.8,20200,622200,20,1,4.2,0.296,0.624,0
C104787,남,43,기타,지인추천,12,Standard,19900,체크카드,0,9,1.9,34200,779800,29,0,,0.438,0.875,1
C104788,남,35,서울,지인추천,8,Premium,34900,신용카드,1,28,5.7,31400,1431800,0,1,2.6,0.447,0.701,0
C104789,여,22,경기,SNS,28,Standard,19900,신용카드,0,14,2.4,15600,1048300,34,1,2.4,0.119,0.592,1
C104790,남,27,대구,SNS,11,Standard,19900,신용카드,1,18,3.5,26100,1004800,0,1,5.0,0.356,,0
C104791,여,46,경기,제휴몰,9,Basic,9900,체크카드,0,19,2.5,28400,639000,17,3,3.6,,0.934,0
C104792,남,38,기타,지인추천,16,Basic,9900,간편결제,1,22,4.0,34100,2182400,0,0,5.0,0.117,0.436,0
C104793,남,30,서울,검색광고,22,Basic,9900,신용카드,1,22,3.3,33800,2453900,0,1,4.7,0.425,0.957,0
C104794,여,38,서울,검색광고,16,Standard,19900,계좌이체,1,11,1.0,41700,667200,32,2,2.6,0.537,0.771,0
C104795,여,33,인천,제휴몰,27,Premium,34900,간편결제,1,13,5.7,29900,4601600,11,1,4.5,0.29,0.512,0
C104796,여,53,기타,검색광고,10,Standard,19900,신용카드,1,15,0.8,34000,272000,33,0,5.0,0.36,0.961,0
C104797,여,53,인천,SNS,3,Standard,19900,체크카드,1,9,2.2,56500,372900,9,1,3.3,0.49,0.758,0
C104798,여,43,서울,제휴몰,11,Basic,9900,신용카드,0,15,0.9,34500,341600,31,0,4.1,0.683,0.75,0
C104799,남,22,서울,검색광고,20,Standard,19900,신용카드,1,2,1.1,39900,877800,48,2,4.7,0.087,0.857,1
C104800,여,37,경기,앱스토어,13,Standard,19900,체크카드,1,18,1.9,30600,755800,3,2,4.8,0.375,0.511,0
C104801,남,28,기타,지인추천,8,Premium,34900,신용카드,1,30,3.4,42700,1161400,0,0,3.5,0.14,0.835,0
C104802,남,24,대전,SNS,6,Basic,9900,간편결제,0,22,3.8,36700,836800,28,4,,0.534,0.375,0
C104803,남,41,서울,제휴몰,5,Standard,19900,신용카드,1,23,4.0,40000,800000,6,1,4.0,0.486,0.359,0
C104804,여,31,경기,검색광고,18,Basic,9900,간편결제,1,12,4.4,18100,1433500,6,1,3.5,0.454,0.89,0
C104805,여,27,부산,앱스토어,3,Premium,34900,신용카드,1,0,5.9,36600,647800,81,1,2.7,0.112,0.754,1
C104806,여,42,서울,검색광고,16,Premium,34900,체크카드,0,13,4.1,12400,813400,34,1,3.1,0.395,0.634,0
C104807,남,34,인천,앱스토어,9,Basic,9900,간편결제,1,21,2.6,23500,549900,10,1,1.6,0.386,,0
C104808,남,45,경기,SNS,32,Standard,19900,간편결제,1,19,5.1,33400,5450900,9,1,4.7,0.225,,0
C104809,여,39,부산,SNS,13,Basic,9900,신용카드,0,23,1.8,37900,886900,17,0,4.2,0.248,0.588,1
C104810,여,52,부산,제휴몰,14,Standard,19900,간편결제,1,14,5.3,23400,1736300,0,0,2.1,0.292,0.475,0
C104811,남,27,경기,제휴몰,11,Premium,34900,신용카드,0,21,4.9,39000,2102100,11,1,4.7,0.268,0.606,0
C104812,여,30,기타,검색광고,24,Standard,19900,신용카드,1,2,2.7,27300,1769000,34,2,4.5,0.703,0.885,0
C104813,여,46,경기,앱스토어,14,Premium,34900,신용카드,1,16,5.5,31200,2402400,0,0,3.6,0.301,0.884,0
C104814,여,45,부산,검색광고,11,Premium,34900,간편결제,1,10,3.7,40700,1656500,0,2,3.0,0.423,0.319,0
C104815,여,34,경기,SNS,5,Premium,34900,계좌이체,0,24,6.3,42400,1335600,10,1,4.5,0.4,0.661,0
C104816,남,49,경기,검색광고,5,Basic,9900,간편결제,1,19,2.0,41100,411000,5,1,4.2,0.408,0.846,0
C104817,여,53,서울,검색광고,6,Basic,9900,신용카드,1,6,4.1,25600,629800,31,2,,0.131,0.732,0
C104818,남,43,대구,지인추천,9,Premium,34900,체크카드,0,13,4.3,41200,1594400,11,3,4.9,0.125,0.892,0
C104819,남,19,인천,제휴몰,7,Basic,9900,체크카드,1,11,1.5,38500,404200,12,0,3.4,0.344,0.303,0
C104820,여,25,부산,지인추천,35,Standard,19900,신용카드,1,14,2.5,21500,1881200,29,0,3.7,0.355,0.851,0
C104821,남,51,서울,검색광고,4,Standard,19900,체크카드,1,5,0.5,35200,70400,9,0,4.7,0.183,0.513,0
C104822,여,29,대전,SNS,17,Basic,9900,체크카드,1,6,5.1,34400,2982500,0,0,3.6,0.645,0.897,0
C104823,남,30,서울,검색광고,13,Basic,9900,간편결제,0,6,1.1,54000,772200,25,3,2.0,0.12,0.711,1
C104824,여,44,기타,검색광고,18,Standard,19900,신용카드,1,20,4.5,39300,3183300,9,3,5.0,0.134,0.809,0
C104825,여,38,인천,제휴몰,3,Standard,19900,신용카드,1,21,2.7,41900,339400,42,1,5.0,0.249,0.739,0
C104826,남,53,경기,지인추천,26,Basic,9900,체크카드,1,16,5.3,53100,7317200,0,0,3.9,0.652,0.698,0
C104827,여,65,광주,앱스토어,4,Basic,9900,신용카드,1,15,2.1,50600,425000,0,0,3.3,0.282,0.653,0
C104828,남,48,대구,제휴몰,15,Standard,19900,신용카드,1,16,2.8,28100,1180200,0,0,4.6,0.08,0.433,0
C104829,여,25,경기,제휴몰,5,Basic,9900,간편결제,1,6,3.1,27300,423200,36,0,4.5,0.647,0.633,0
C104830,남,32,부산,지인추천,30,Standard,19900,체크카드,0,8,6.1,34300,6276900,9,0,3.6,0.136,0.642,0
C104831,여,34,경기,제휴몰,5,Standard,19900,체크카드,1,11,1.9,7800,74100,0,2,2.7,0.244,0.672,0
C104832,남,35,경기,제휴몰,3,Standard,19900,신용카드,1,5,0.7,40700,85500,26,1,4.9,0.329,0.922,1
C104833,여,26,서울,앱스토어,12,Premium,34900,체크카드,0,16,3.1,49000,1822800,13,2,2.7,0.047,0.501,0
C104834,남,41,광주,검색광고,8,Standard,19900,간편결제,0,11,1.5,40900,490800,19,1,3.7,0.241,0.936,0
C104835,여,34,서울,검색광고,6,Standard,19900,간편결제,0,30,4.6,40900,1128800,12,3,2.3,0.13,0.564,0
C104836,남,44,경기,검색광고,12,Premium,34900,신용카드,1,4,6.4,28000,2150400,63,3,,0.09,0.566,0
C104837,남,45,서울,지인추천,16,Premium,34900,간편결제,1,19,3.9,71400,4455400,13,2,4.9,0.062,0.634,0
C104838,여,43,경기,SNS,7,Basic,9900,신용카드,1,12,3.2,40100,898200,1,5,3.3,0.157,0.824,0
C104839,남,51,서울,지인추천,16,Premium,34900,신용카드,0,8,4.0,58300,3731200,17,3,3.1,0.158,0.923,0
C104840,남,55,서울,검색광고,7,Premium,34900,간편결제,1,15,5.6,40300,1579800,56,1,,0.623,0.424,1
C104841,남,37,서울,검색광고,21,Standard,19900,신용카드,1,17,7.7,22900,3702900,11,1,2.5,0.064,0.31,1
C104842,여,19,서울,제휴몰,9,Basic,9900,신용카드,1,23,2.0,26200,471600,35,1,2.9,,0.87,0
C104843,남,30,부산,제휴몰,20,Basic,9900,간편결제,1,3,2.4,50200,2409600,37,1,4.0,0.317,0.526,1
C104844,남,34,경기,검색광고,11,Basic,9900,간편결제,1,16,1.2,38500,508200,1,4,2.7,0.395,0.447,0
C104845,여,25,기타,검색광고,10,Basic,9900,체크카드,1,5,2.1,54900,1152900,74,3,2.0,0.269,0.88,1
C104846,여,51,경기,SNS,15,Basic,9900,신용카드,1,12,4.4,33100,2184600,6,0,4.4,0.2,0.904,0
C104847,여,31,대구,SNS,16,Premium,34900,체크카드,0,11,6.5,37600,3910400,29,0,5.0,0.52,0.737,1
C104848,여,49,경기,앱스토어,12,Standard,19900,신용카드,1,15,1.5,39300,707400,0,1,3.7,0.271,0.637,0
C104849,여,35,서울,SNS,10,Standard,19900,간편결제,1,17,4.3,8500,365500,20,1,3.4,0.806,0.641,0
C104850,여,42,기타,검색광고,37,Basic,9900,신용카드,0,6,2.0,27400,2027600,25,0,3.2,0.354,0.527,1
C104851,여,35,부산,SNS,10,Basic,9900,신용카드,1,24,2.0,23600,472000,66,2,3.2,0.059,0.536,1
C104852,여,39,부산,제휴몰,14,Standard,19900,체크카드,1,24,2.9,53900,2188300,0,1,4.9,0.175,0.806,0
C104853,남,46,인천,검색광고,8,Basic,9900,체크카드,1,18,4.4,59800,2105000,12,1,3.1,0.434,0.765,0
C104854,남,28,대전,앱스토어,13,Basic,9900,신용카드,0,8,1.1,36200,517700,25,1,3.7,0.292,0.863,0
C104855,남,30,경기,SNS,2,Standard,19900,신용카드,1,9,4.5,18700,168300,0,4,3.8,0.307,0.705,0
C104856,여,30,광주,앱스토어,15,Premium,34900,신용카드,1,13,2.7,57200,2316600,19,1,,0.138,0.827,0
C104857,남,48,서울,검색광고,16,Standard,19900,간편결제,1,22,3.1,35500,1760800,22,2,3.0,0.433,0.77,0
C104858,남,40,인천,SNS,13,Premium,34900,계좌이체,0,2,3.1,59300,2389800,51,2,3.8,0.143,0.63,1
C104859,여,41,부산,검색광고,7,Basic,9900,신용카드,1,8,2.3,27300,439500,0,2,3.9,0.097,0.71,0
C104860,여,24,서울,지인추천,8,Basic,9900,신용카드,0,16,4.1,17400,570700,22,0,3.4,0.43,0.955,0
C104861,남,37,서울,SNS,4,Basic,9900,신용카드,0,13,1.0,39900,159600,39,1,4.4,0.347,0.94,0
C104862,남,19,서울,앱스토어,8,Basic,9900,계좌이체,0,18,1.8,5000,72000,15,0,5.0,0.349,0.69,0
C104863,여,31,서울,검색광고,13,Basic,9900,신용카드,0,7,2.6,32100,1085000,20,1,2.3,0.305,0.845,1
C104864,여,29,서울,앱스토어,11,Basic,9900,간편결제,1,17,3.3,36800,1335800,6,2,2.3,0.369,0.371,0
C104865,여,42,부산,제휴몰,10,Basic,9900,신용카드,1,5,0.9,28600,257400,23,1,2.2,0.191,0.84,0
C104866,여,33,경기,SNS,20,Premium,34900,간편결제,1,30,7.0,65900,9226000,27,0,4.8,0.291,0.564,0
C104867,남,25,서울,검색광고,18,Standard,19900,간편결제,0,19,2.8,13500,680400,18,3,3.4,0.312,0.62,0
C104868,여,52,인천,SNS,23,Premium,34900,신용카드,1,15,3.3,67000,5085300,57,2,3.7,0.111,0.923,0
C104869,여,42,서울,지인추천,23,Standard,19900,간편결제,1,10,3.6,42700,3535600,0,0,3.5,0.276,0.589,0
C104870,여,39,서울,SNS,17,Standard,19900,간편결제,1,1,3.6,32200,1970600,36,1,3.7,0.182,0.89,0
C104871,여,42,광주,지인추천,1,Premium,34900,신용카드,0,20,6.1,28500,173800,5,0,3.3,0.702,0.671,0
C104872,여,28,대구,지인추천,15,Standard,19900,신용카드,0,0,9.7,22000,3201000,50,1,4.2,0.215,0.802,0
C104873,여,19,광주,검색광고,11,Basic,9900,신용카드,0,7,6.8,34200,2558200,7,1,2.5,0.243,0.635,0
C104874,여,27,경기,SNS,11,Standard,19900,체크카드,1,20,4.0,47400,2085600,22,2,4.2,0.098,0.433,0
C104875,여,50,경기,제휴몰,4,Basic,9900,신용카드,0,18,1.1,18800,82700,42,0,4.1,0.323,0.688,0
C104876,남,51,서울,지인추천,26,Standard,19900,체크카드,1,25,2.7,44700,3137900,6,2,,0.05,0.679,0
C104877,남,53,서울,검색광고,12,Premium,34900,간편결제,1,11,2.3,36500,1007400,19,4,2.2,0.051,0.805,0
C104878,여,50,서울,검색광고,27,Standard,19900,체크카드,0,24,3.9,32400,3411700,12,0,4.7,0.063,0.849,0
C104879,남,26,기타,앱스토어,44,Basic,9900,체크카드,1,11,2.5,38500,4235000,39,0,2.7,0.563,0.657,0
C104880,남,52,대구,앱스토어,17,Basic,9900,체크카드,1,15,2.2,13900,519900,44,0,2.4,0.45,0.522,0
C104881,남,47,인천,SNS,21,Basic,9900,간편결제,1,15,0.7,40800,599800,23,1,5.0,0.196,0.881,0
C104882,여,25,인천,검색광고,9,Basic,9900,신용카드,1,24,1.4,33400,420800,5,1,4.3,0.177,0.88,0
C104883,남,57,경기,앱스토어,7,Basic,9900,신용카드,1,16,3.0,27000,567000,0,0,3.9,0.311,0.412,0
C104884,여,61,서울,지인추천,7,Standard,19900,체크카드,1,5,1.6,49200,551000,47,0,3.7,0.365,0.698,0
C104885,여,34,대전,지인추천,21,Basic,9900,간편결제,1,15,1.5,31500,992200,29,0,5.0,0.337,0.927,0
C104886,여,45,경기,앱스토어,15,Standard,19900,체크카드,1,10,7.7,10200,1178100,0,2,4.7,0.246,0.816,0
C104887,남,48,대구,SNS,23,Premium,34900,신용카드,0,20,4.8,22800,2517100,22,1,3.6,0.324,0.898,0
C104888,여,36,서울,검색광고,24,Premium,34900,신용카드,0,27,3.8,31900,2909300,32,0,3.7,0.38,0.678,0
C104889,여,42,서울,SNS,18,Basic,9900,간편결제,0,29,3.4,31900,1952300,54,2,3.6,0.259,0.633,1
C104890,남,38,경기,제휴몰,21,Standard,19900,신용카드,0,18,3.5,50100,3682400,10,1,3.0,0.192,0.862,0
C104891,여,41,부산,검색광고,2,Standard,19900,신용카드,1,20,6.2,24600,305000,43,1,4.9,0.206,0.738,0
C104892,여,54,대구,검색광고,6,Basic,9900,간편결제,1,23,2.3,42100,581000,41,0,3.4,0.237,0.582,1
C104893,여,35,대전,검색광고,10,Premium,34900,신용카드,1,16,3.1,47700,1478700,16,0,2.7,0.061,0.743,0
C104894,여,38,광주,검색광고,22,Standard,19900,간편결제,1,5,0.6,55200,728600,18,1,3.6,0.158,0.759,0
C104895,여,64,서울,SNS,21,Basic,9900,체크카드,1,10,1.0,48300,1014300,9,2,1.6,0.362,0.642,0
C104896,남,24,서울,검색광고,5,Premium,34900,신용카드,0,18,3.8,29400,558600,16,1,3.5,0.695,0.565,0
C104897,남,49,기타,검색광고,9,Basic,9900,간편결제,1,1,1.6,37100,534200,75,2,2.9,0.184,0.926,1
C104898,남,45,기타,검색광고,7,Basic,9900,신용카드,1,6,2.0,29500,413000,33,1,4.2,0.277,0.669,0
C104899,남,19,인천,SNS,5,Standard,19900,신용카드,1,14,2.0,37200,372000,0,1,4.6,0.113,0.802,0
C104900,여,56,경기,검색광고,16,Basic,9900,간편결제,1,9,1.5,39000,936000,18,2,3.7,0.283,0.721,0
C104901,여,35,서울,검색광고,16,Basic,9900,체크카드,1,16,4.0,52200,3340800,0,1,3.6,0.075,0.733,0
C104902,남,50,대전,검색광고,10,Basic,9900,신용카드,1,22,1.3,25500,331500,0,3,2.3,0.36,0.724,0
C104903,여,56,인천,지인추천,3,Standard,19900,신용카드,1,16,9.2,37900,1046000,0,3,2.3,0.565,0.858,0
C104904,여,33,부산,앱스토어,33,Basic,9900,간편결제,1,11,0.8,36400,961000,13,1,3.8,0.207,0.724,0
C104905,여,41,기타,지인추천,22,Premium,34900,간편결제,0,19,4.5,51700,5118300,17,2,3.0,0.725,0.598,0
C104906,여,55,부산,SNS,6,Standard,19900,신용카드,1,11,2.3,36100,498200,0,2,4.2,0.184,0.778,0
C104907,남,43,인천,앱스토어,10,Basic,9900,간편결제,1,6,1.5,5000,75000,4,1,3.3,0.252,0.775,1
C104908,여,68,기타,검색광고,21,Basic,9900,간편결제,1,18,3.7,34100,2649600,25,2,3.7,0.437,0.769,0
C104909,여,43,부산,SNS,6,Basic,9900,신용카드,1,15,2.9,41700,725600,8,0,4.7,0.356,0.658,0
C104910,여,56,서울,앱스토어,14,Premium,34900,체크카드,1,24,2.7,41400,1564900,30,0,3.4,0.123,0.778,0
C104911,여,25,서울,앱스토어,11,Basic,9900,신용카드,1,5,1.6,36200,637100,8,1,3.5,0.426,0.588,0
C104912,남,52,서울,앱스토어,2,Standard,19900,신용카드,1,1,1.1,29600,65100,40,1,,0.646,0.727,1
C104913,남,45,인천,앱스토어,29,Basic,9900,신용카드,1,16,2.9,38900,3271500,0,1,4.9,0.285,0.905,0
C104914,남,37,서울,검색광고,6,Basic,9900,간편결제,1,12,1.5,34700,312300,14,1,2.8,0.365,0.745,0
C104915,남,35,서울,검색광고,17,Basic,9900,체크카드,0,6,4.5,21600,1652400,30,0,3.7,0.221,0.895,0
C104916,남,45,경기,SNS,17,Premium,34900,계좌이체,1,25,3.1,43100,2271400,1,1,3.8,0.242,0.606,0
C104917,남,25,기타,SNS,16,Standard,19900,체크카드,1,13,1.8,38100,1097300,20,1,,0.276,0.657,0
C104918,남,26,대전,검색광고,11,Basic,9900,신용카드,1,9,4.0,27800,1223200,15,0,3.3,0.303,,0
C104919,남,49,서울,지인추천,16,Standard,19900,신용카드,0,3,5.1,41400,3378200,43,0,3.5,0.313,0.714,0
C104920,남,48,대구,앱스토어,23,Standard,19900,신용카드,1,26,4.5,23200,2401200,0,1,3.2,0.307,0.805,0
C104921,여,39,기타,지인추천,24,Premium,34900,신용카드,1,3,4.6,41000,4526400,37,2,3.7,0.255,0.876,0
C104922,여,45,기타,SNS,15,Standard,19900,신용카드,1,15,5.0,33400,2505000,1,1,2.8,0.332,0.841,0
C104923,여,32,서울,제휴몰,20,Premium,34900,신용카드,1,20,4.3,61300,5271800,0,1,3.9,0.39,0.849,0
C104924,남,43,서울,SNS,9,Basic,9900,계좌이체,1,13,4.4,43800,1734500,0,2,1.9,0.276,0.676,0
C104925,여,19,대전,SNS,13,Standard,19900,체크카드,1,19,3.7,36700,1765300,9,1,3.2,0.392,0.827,0
C104926,여,56,서울,지인추천,7,Premium,34900,체크카드,1,12,2.5,37700,659800,0,0,4.2,0.076,0.728,0
C104927,남,47,경기,지인추천,10,Premium,34900,신용카드,1,26,5.1,33300,1698300,81,1,1.9,0.121,0.715,0
C104928,여,36,경기,검색광고,11,Basic,9900,신용카드,1,9,1.1,7200,87100,25,0,4.3,0.445,0.579,0
C104929,여,31,서울,SNS,15,Standard,19900,신용카드,0,13,2.9,25100,1091800,73,2,1.0,0.318,0.395,1
C104930,남,58,서울,검색광고,56,Basic,9900,신용카드,1,16,1.2,25900,1740500,2,0,2.3,0.254,0.886,0
C104931,여,50,경기,앱스토어,14,Basic,9900,간편결제,1,17,1.0,34100,477400,60,1,4.2,0.205,0.853,1
C104932,남,34,경기,지인추천,7,Basic,9900,신용카드,0,3,0.6,25800,108400,69,2,3.1,0.576,0.517,1
C104933,남,33,부산,검색광고,8,Standard,19900,체크카드,1,21,5.8,20800,965100,16,0,4.5,0.387,0.56,0
C104934,남,32,인천,앱스토어,30,Basic,9900,체크카드,1,14,2.7,15500,1255500,14,3,3.3,0.386,0.518,0
C104935,여,24,대전,지인추천,32,Basic,9900,체크카드,0,12,5.1,31500,5140800,11,2,3.4,0.384,0.946,0
C104936,여,44,서울,검색광고,17,Basic,9900,신용카드,1,11,4.2,23700,1692200,9,1,5.0,0.337,0.942,0
C104937,여,48,기타,제휴몰,19,Premium,34900,간편결제,1,36,3.4,36600,2364400,0,0,3.6,0.329,0.473,0
