고객ID,Recency,Frequency,Monetary,R점수,F점수,M점수,RFM합계,군집,이탈여부,세그먼트
C105268,12,10.5,356000,3,1,1,5,0,0,휴면/이탈위험
C105269,7,67.6,2480900,4,4,4,12,3,0,성장 잠재고객
C105270,9,178.6,5411600,4,5,5,14,1,0,VIP 충성고객
C105271,62,14.4,397400,1,1,1,3,2,1,일반 유지고객
C105272,116,22.5,803200,1,2,2,5,2,1,일반 유지고객
C105273,39,13.2,621700,1,1,2,4,2,1,일반 유지고객
C105274,16,26.0,1149200,3,2,3,8,0,0,휴면/이탈위험
C105275,33,196.8,6592800,2,5,5,12,1,1,VIP 충성고객
C105276,4,36.0,1836000,4,3,4,11,0,0,휴면/이탈위험
C105277,19,117.6,2363800,3,5,4,12,3,0,성장 잠재고객
C105278,16,135.3,6778500,3,5,5,13,1,0,VIP 충성고객
C105279,25,42.0,1134000,2,3,3,8,0,0,휴면/이탈위험
C105280,16,15.4,334200,3,2,1,6,0,0,휴면/이탈위험
C105281,0,79.8,1181000,5,5,3,13,0,0,휴면/이탈위험
C105282,7,32.3,768700,4,3,2,9,0,0,휴면/이탈위험
C105283,5,15.3,298400,4,2,1,7,0,0,휴면/이탈위험
C105284,4,19.2,779500,4,2,2,8,0,0,휴면/이탈위험
C105285,8,198.0,5049000,4,5,5,14,1,0,VIP 충성고객
C105286,67,1.6,50200,1,1,1,3,2,1,일반 유지고객
C105287,23,28.5,1145700,2,3,3,8,0,0,휴면/이탈위험
C105288,5,31.2,992200,4,3,3,10,0,1,휴면/이탈위험
C105289,11,20.0,734000,4,2,2,8,0,0,휴면/이탈위험
C105290,46,3.6,104400,1,1,1,3,2,0,일반 유지고객
C105291,45,120.9,3747900,1,5,5,11,3,1,성장 잠재고객
C105292,55,21.6,892100,1,2,3,6,2,1,일반 유지고객
C105293,48,26.0,852800,1,2,3,6,2,0,일반 유지고객
C105294,8,166.5,1465200,4,5,4,13,3,0,성장 잠재고객
C105295,14,170.1,6123600,3,5,5,13,1,0,VIP 충성고객
C105296,25,20.3,992700,2,2,3,7,0,0,휴면/이탈위험
C105297,4,40.0,1712000,4,3,4,11,0,0,휴면/이탈위험
C105298,15,15.3,226400,3,2,1,6,0,1,휴면/이탈위험
C105299,14,99.0,5118300,3,5,5,13,3,0,성장 잠재고객
C105300,19,33.6,594700,3,3,2,8,0,0,휴면/이탈위험
C105301,12,32.2,650400,3,3,2,8,0,0,휴면/이탈위험
C105302,25,2.3,55700,2,1,1,4,0,0,휴면/이탈위험
C105303,0,142.8,4255400,5,5,5,15,3,0,성장 잠재고객
C105304,0,60.0,1212000,5,4,3,12,0,0,휴면/이탈위험
C105305,76,239.4,12831800,1,5,5,11,1,0,VIP 충성고객
C105306,8,28.0,764400,4,3,2,9,0,0,휴면/이탈위험
C105307,0,257.5,10583300,5,5,5,15,1,0,VIP 충성고객
C105308,50,30.6,786400,1,3,2,6,2,0,일반 유지고객
C105309,22,12.8,387800,2,1,1,4,0,1,휴면/이탈위험
C105310,9,16.0,657600,4,2,2,8,0,0,휴면/이탈위험
C105311,18,11.7,262100,3,1,1,5,0,0,휴면/이탈위험
C105312,48,31.9,835800,1,3,3,7,2,0,일반 유지고객
C105313,7,57.2,1847600,4,4,4,12,0,0,휴면/이탈위험
C105314,0,32.9,546100,5,3,2,10,0,0,휴면/이탈위험
C105315,29,42.5,1368500,2,3,3,8,0,0,휴면/이탈위험
C105316,21,30.0,150000,3,3,1,7,0,0,휴면/이탈위험
C105317,4,74.4,3541400,4,4,5,13,3,0,성장 잠재고객
C105318,22,16.8,149500,2,2,1,5,0,1,휴면/이탈위험
C105319,29,7.8,268300,2,1,1,4,0,1,휴면/이탈위험
C105320,36,66.3,2844300,2,4,5,11,3,0,성장 잠재고객
C105321,6,30.0,1365000,4,3,3,10,0,0,휴면/이탈위험
C105322,24,18.2,242100,2,2,1,5,0,0,휴면/이탈위험
C105323,8,48.4,1868200,4,4,4,12,0,1,휴면/이탈위험
C105324,46,22.4,1023700,1,2,3,6,2,1,일반 유지고객
C105325,11,41.6,1160600,4,3,3,10,0,0,휴면/이탈위험
C105326,4,40.7,1147700,4,3,3,10,0,0,휴면/이탈위험
C105327,0,39.1,1305900,5,3,3,11,0,0,휴면/이탈위험
C105328,65,12.6,385600,1,1,1,3,2,1,일반 유지고객
C105329,16,134.4,4650200,3,5,5,13,3,0,성장 잠재고객
C105330,40,30.0,219000,1,3,1,5,2,1,일반 유지고객
C105331,31,55.2,2599900,2,4,5,11,3,0,성장 잠재고객
C105332,19,60.2,3268900,3,4,5,12,3,1,성장 잠재고객
C105333,1,18.0,505800,5,2,2,9,0,0,휴면/이탈위험
C105334,0,15.6,491400,5,2,2,9,0,0,휴면/이탈위험
C105335,1,13.0,412100,5,1,2,8,0,0,휴면/이탈위험
C105336,19,36.0,673200,3,3,2,8,0,1,휴면/이탈위험
C105337,21,29.9,1342500,3,3,3,9,0,0,휴면/이탈위험
C105338,14,9.9,60400,3,1,1,5,0,0,휴면/이탈위험
C105339,11,21.6,1023800,4,2,3,9,0,1,휴면/이탈위험
C105340,0,5.2,141400,5,1,1,7,0,0,휴면/이탈위험
C105341,35,59.0,3032600,2,4,5,11,3,0,성장 잠재고객
C105342,0,28.0,761600,5,3,2,10,0,0,휴면/이탈위험
C105343,25,3.9,177100,2,1,1,4,0,0,휴면/이탈위험
C105344,0,13.6,526300,5,1,2,8,0,0,휴면/이탈위험
C105345,3,110.2,4683500,4,5,5,14,3,0,성장 잠재고객
C105346,23,42.0,1587600,2,3,4,9,0,0,휴면/이탈위험
C105347,40,7.2,253400,1,1,1,3,2,1,일반 유지고객
C105348,1,147.2,3047000,5,5,5,15,3,0,성장 잠재고객
C105349,9,55.9,1990000,4,4,4,12,0,0,휴면/이탈위험
C105350,2,14.0,561400,4,1,2,7,0,0,휴면/이탈위험
C105351,40,16.8,215000,1,2,1,4,2,1,일반 유지고객
C105352,31,47.6,1604100,2,4,4,10,0,0,휴면/이탈위험
C105353,3,5.4,178700,4,1,1,6,0,0,휴면/이탈위험
C105354,40,7.8,295600,1,1,1,3,2,0,일반 유지고객
C105355,0,53.6,1720600,5,4,4,13,0,0,휴면/이탈위험
C105356,5,180.0,4050000,4,5,5,14,3,0,성장 잠재고객
C105357,44,62.0,1915800,1,4,4,9,2,0,일반 유지고객
C105358,24,26.4,966200,2,2,3,7,0,1,휴면/이탈위험
C105359,0,67.6,2230800,5,4,4,13,3,0,성장 잠재고객
C105360,7,20.8,931800,4,2,3,9,0,0,휴면/이탈위험
C105361,11,22.0,855800,4,2,3,9,0,0,휴면/이탈위험
C105362,37,12.8,473600,2,1,2,5,2,0,일반 유지고객
C105363,27,32.5,1257800,2,3,3,8,0,0,휴면/이탈위험
C105364,0,81.0,2519100,5,5,4,14,3,0,성장 잠재고객
C105365,18,39.0,269100,3,3,1,7,0,0,휴면/이탈위험
C105366,0,26.4,802600,5,2,2,9,0,0,휴면/이탈위험
C105367,117,37.7,1624900,1,3,4,8,2,0,일반 유지고객
C105368,47,28.0,1176000,1,3,3,7,2,1,일반 유지고객
C105369,11,11.0,346500,4,1,1,6,0,0,휴면/이탈위험
C105370,6,64.4,2234700,4,4,4,12,3,0,성장 잠재고객
C105371,2,44.2,2338200,4,4,4,12,0,1,휴면/이탈위험
C105372,9,4.6,133900,4,1,1,6,0,0,휴면/이탈위험
C105373,51,249.4,9626800,1,5,5,11,1,0,VIP 충성고객
C105374,6,105.6,4382400,4,5,5,14,3,0,성장 잠재고객
C105375,28,10.8,558400,2,1,2,5,0,1,휴면/이탈위험
C105376,2,39.2,1132900,4,3,3,10,0,0,휴면/이탈위험
C105377,6,78.0,2269800,4,5,4,13,3,0,성장 잠재고객
C105378,25,96.0,2956800,2,5,5,12,3,0,성장 잠재고객
C105379,14,39.9,1252900,3,3,3,9,0,0,휴면/이탈위험
C105380,24,113.4,5624600,2,5,5,12,3,0,성장 잠재고객
C105381,19,65.0,2743000,3,4,5,12,3,0,성장 잠재고객
C105382,45,9.0,152100,1,1,1,3,2,0,일반 유지고객
C105383,0,247.0,8323900,5,5,5,15,1,0,VIP 충성고객
C105384,55,94.0,3280600,1,5,5,11,2,0,일반 유지고객
C105385,65,43.4,1436500,1,3,4,8,2,0,일반 유지고객
C105386,12,70.5,3334600,3,4,5,12,3,0,성장 잠재고객
C105387,19,101.5,3593100,3,5,5,13,3,0,성장 잠재고객
C105388,6,90.1,2243500,4,5,4,13,3,0,성장 잠재고객
C105389,0,63.0,3238200,5,4,5,14,3,0,성장 잠재고객
C105390,35,21.0,590100,2,2,2,6,0,0,휴면/이탈위험
C105391,11,47.3,2412300,4,4,4,12,0,0,휴면/이탈위험
C105392,0,13.0,638300,5,1,2,8,0,0,휴면/이탈위험
C105393,38,7.2,217400,2,1,1,4,2,1,일반 유지고객
C105394,19,129.6,3265900,3,5,5,13,3,1,성장 잠재고객
C105395,0,51.0,377400,5,4,1,10,0,0,휴면/이탈위험
C105396,0,77.5,1922000,5,5,4,14,3,0,성장 잠재고객
C105397,0,24.0,806400,5,2,2,9,0,0,휴면/이탈위험
C105398,24,17.6,348500,2,2,1,5,0,0,휴면/이탈위험
C105399,34,7.0,315700,2,1,1,4,0,1,휴면/이탈위험
C105400,28,10.2,453900,2,1,2,5,0,0,휴면/이탈위험
C105401,19,193.5,8572000,3,5,5,13,1,0,VIP 충성고객
C105402,60,46.2,1935800,1,4,4,9,2,1,일반 유지고객
C105403,11,13.2,815800,4,1,3,8,0,0,휴면/이탈위험
C105404,52,19.0,475000,1,2,2,5,2,0,일반 유지고객
C105405,54,30.6,902700,1,3,3,7,2,0,일반 유지고객
C105406,20,18.0,716400,3,2,2,7,0,0,휴면/이탈위험
C105407,28,96.6,3661100,2,5,5,12,3,0,성장 잠재고객
C105408,57,11.2,528600,1,1,2,4,2,1,일반 유지고객
C105409,5,54.0,2484000,4,4,4,12,3,0,성장 잠재고객
C105410,13,8.1,364500,3,1,1,5,0,0,휴면/이탈위험
C105411,22,35.7,1392300,2,3,3,8,0,0,휴면/이탈위험
C105412,1,40.0,1116000,5,3,3,11,0,0,휴면/이탈위험
C105413,44,72.8,1281300,1,4,3,8,2,0,일반 유지고객
C105414,15,14.4,290900,3,1,1,5,0,0,휴면/이탈위험
C105415,4,57.6,2707200,4,4,5,13,3,0,성장 잠재고객
C105416,14,40.5,1952100,3,3,4,10,0,0,휴면/이탈위험
C105417,0,53.1,2490400,5,4,4,13,3,1,성장 잠재고객
C105418,19,10.0,133000,3,1,1,5,0,0,휴면/이탈위험
C105419,33,237.6,5108400,2,5,5,12,1,0,VIP 충성고객
C105420,17,119.0,928200,3,5,3,11,3,0,성장 잠재고객
C105421,10,55.1,2341800,4,4,4,12,3,0,성장 잠재고객
C105422,0,33.0,1600500,5,3,4,12,0,0,휴면/이탈위험
C105423,11,20.8,547000,4,2,2,8,0,0,휴면/이탈위험
C105424,0,20.9,905000,5,2,3,10,0,0,휴면/이탈위험
C105425,13,49.2,1451400,3,4,4,11,0,0,휴면/이탈위험
C105426,0,60.0,3738000,5,4,5,14,3,0,성장 잠재고객
C105427,81,34.2,485600,1,3,2,6,2,0,일반 유지고객
C105428,0,32.4,1211800,5,3,3,11,0,0,휴면/이탈위험
C105429,7,9.6,506900,4,1,2,7,0,0,휴면/이탈위험
C105430,7,6.9,180100,4,1,1,6,0,0,휴면/이탈위험
C105431,17,161.7,6613500,3,5,5,13,1,0,VIP 충성고객
C105432,47,125.4,2370100,1,5,4,10,3,0,성장 잠재고객
C105433,32,15.6,670800,2,2,2,6,0,1,휴면/이탈위험
C105434,14,57.5,2438000,3,4,4,11,3,0,성장 잠재고객
C105435,31,49.3,1794500,2,4,4,10,0,0,휴면/이탈위험
C105436,12,16.8,692200,3,2,2,7,0,0,휴면/이탈위험
C105437,8,124.2,3018100,4,5,5,14,3,0,성장 잠재고객
C105438,51,22.1,521600,1,2,2,5,2,0,일반 유지고객
C105439,64,73.7,2306800,1,4,4,9,2,1,일반 유지고객
C105440,52,4.0,110400,1,1,1,3,2,1,일반 유지고객
C105441,24,24.5,852600,2,2,3,7,0,0,휴면/이탈위험
C105442,0,44.5,796600,5,4,2,11,0,0,휴면/이탈위험
C105443,1,52.5,1821800,5,4,4,13,0,0,휴면/이탈위험
C105444,7,12.0,435600,4,1,2,7,0,1,휴면/이탈위험
C105445,28,24.0,1200000,2,2,3,7,0,0,휴면/이탈위험
C105446,5,24.0,340800,4,2,1,7,0,0,휴면/이탈위험
C105447,0,18.7,374000,5,2,1,8,0,0,휴면/이탈위험
C105448,12,26.1,785600,3,2,2,7,0,0,휴면/이탈위험
C105449,0,35.1,765200,5,3,2,10,0,0,휴면/이탈위험
C105450,0,16.0,643200,5,2,2,9,0,1,휴면/이탈위험
C105451,0,4.1,178300,5,1,1,7,0,0,휴면/이탈위험
C105452,32,128.8,3657900,2,5,5,12,3,0,성장 잠재고객
C105453,11,116.1,1532500,4,5,4,13,3,0,성장 잠재고객
C105454,6,132.6,3991300,4,5,5,14,3,0,성장 잠재고객
C105455,19,1.5,32600,3,1,1,5,0,1,휴면/이탈위험
C105456,4,217.6,6266900,4,5,5,14,1,0,VIP 충성고객
C105457,40,98.4,3453800,1,5,5,11,3,0,성장 잠재고객
C105458,16,21.0,1108800,3,2,3,8,0,0,휴면/이탈위험
C105459,61,78.3,2067100,1,5,4,10,2,0,일반 유지고객
C105460,14,82.8,3229200,3,5,5,13,3,0,성장 잠재고객
C105461,3,92.4,2873600,4,5,5,14,3,0,성장 잠재고객
C105462,25,76.8,2219500,2,5,4,11,3,0,성장 잠재고객
C105463,0,9.6,293800,5,1,1,7,0,0,휴면/이탈위험
C105464,28,14.4,378700,2,1,1,4,0,0,휴면/이탈위험
C105465,25,32.0,1030400,2,3,3,8,0,0,휴면/이탈위험
C105466,0,69.6,2463800,5,4,4,13,3,0,성장 잠재고객
C105467,40,21.6,671800,1,2,2,5,2,0,일반 유지고객
C105468,20,9.6,269800,3,1,1,5,0,0,휴면/이탈위험
C105469,38,49.3,1991700,2,4,4,10,2,0,일반 유지고객
C105470,90,2.4,84500,1,1,1,3,2,1,일반 유지고객
C105471,19,60.8,2273900,3,4,4,11,3,0,성장 잠재고객
C105472,10,41.6,1805400,4,3,4,11,0,0,휴면/이탈위험
C105473,32,60.8,3727000,2,4,5,11,3,0,성장 잠재고객
C105474,42,57.0,2821500,1,4,5,10,2,0,일반 유지고객
C105475,52,5.4,112900,1,1,1,3,2,0,일반 유지고객
C105476,24,13.2,220400,2,1,1,4,0,0,휴면/이탈위험
C105477,0,33.6,1377600,5,3,3,11,0,0,휴면/이탈위험
C105478,7,80.0,1304000,4,5,3,12,3,0,성장 잠재고객
C105479,9,115.0,2208000,4,5,4,13,3,0,성장 잠재고객
C105480,3,16.8,772800,4,2,2,8,0,0,휴면/이탈위험
C105481,42,62.4,1166900,1,4,3,8,2,0,일반 유지고객
C105482,81,22.4,1075200,1,2,3,6,2,1,일반 유지고객
C105483,0,204.0,10628400,5,5,5,15,1,0,VIP 충성고객
C105484,37,25.5,311100,2,2,1,5,2,0,일반 유지고객
C105485,5,62.0,4030000,4,4,5,13,3,1,성장 잠재고객
C105486,27,69.3,1192000,2,4,3,9,0,0,휴면/이탈위험
C105487,3,7.2,213100,4,1,1,6,0,0,휴면/이탈위험
C105488,123,64.8,2864200,1,4,5,10,2,1,일반 유지고객
C105489,10,2.9,113700,4,1,1,6,0,1,휴면/이탈위험
C105490,35,29.7,899900,2,3,3,8,2,0,일반 유지고객
C105491,14,13.6,491000,3,1,2,6,0,0,휴면/이탈위험
C105492,0,87.4,2132600,5,5,4,14,3,0,성장 잠재고객
C105493,23,105.6,2967400,2,5,5,12,3,0,성장 잠재고객
C105494,10,110.2,4804700,4,5,5,14,3,0,성장 잠재고객
C105495,0,35.1,1323300,5,3,3,11,0,1,휴면/이탈위험
C105496,70,18.4,323800,1,2,1,4,2,0,일반 유지고객
C105497,0,67.2,3507800,5,4,5,14,3,0,성장 잠재고객
C105498,15,308.2,9800800,3,5,5,13,1,0,VIP 충성고객
C105499,2,40.6,1498100,4,3,4,11,0,0,휴면/이탈위험
C105500,0,38.5,1470700,5,3,4,12,0,0,휴면/이탈위험
C105501,0,38.7,1493800,5,3,4,12,0,0,휴면/이탈위험
C105502,48,7.2,200200,1,1,1,3,2,1,일반 유지고객
C105503,41,36.1,812200,1,3,3,7,2,1,일반 유지고객
C105504,0,48.0,1670400,5,4,4,13,0,0,휴면/이탈위험
C105505,17,98.7,1460800,3,5,4,12,3,0,성장 잠재고객
C105506,16,23.4,737100,3,2,2,7,0,0,휴면/이탈위험
C105507,25,9.2,145400,2,1,1,4,0,0,휴면/이탈위험
C105508,32,55.0,1974500,2,4,4,10,0,0,휴면/이탈위험
C105509,12,15.4,412700,3,2,2,7,0,0,휴면/이탈위험
C105510,51,34.1,532000,1,3,2,6,2,0,일반 유지고객
C105511,5,4.9,26000,4,1,1,6,0,0,휴면/이탈위험
C105512,4,59.2,1320200,4,4,3,11,0,0,휴면/이탈위험
C105513,17,82.0,4592000,3,5,5,13,3,0,성장 잠재고객
C105514,12,114.7,3280400,3,5,5,13,3,0,성장 잠재고객
C105515,0,31.5,774900,5,3,2,10,0,0,휴면/이탈위험
C105516,18,64.0,1427200,3,4,4,11,0,0,휴면/이탈위험
C105517,43,162.4,3345400,1,5,5,11,3,0,성장 잠재고객
C105518,14,251.6,10114300,3,5,5,13,1,0,VIP 충성고객
C105519,26,4.2,169300,2,1,1,4,0,0,휴면/이탈위험
C105520,43,7.6,136000,1,1,1,3,2,0,일반 유지고객
C105521,19,7.5,235500,3,1,1,5,0,0,휴면/이탈위험
C105522,62,12.6,524200,1,1,2,4,2,1,일반 유지고객
C105523,10,30.6,1227100,4,3,3,10,0,0,휴면/이탈위험
C105524,53,33.6,1078600,1,3,3,7,2,0,일반 유지고객
C105525,9,28.6,700700,4,3,2,9,0,0,휴면/이탈위험
C105526,20,38.7,1787900,3,3,4,10,0,1,휴면/이탈위험
C105527,52,4.0,107200,1,1,1,3,2,1,일반 유지고객
C105528,0,32.2,953100,5,3,3,11,0,0,휴면/이탈위험
C105529,0,77.0,2756600,5,5,5,15,3,0,성장 잠재고객
C105530,30,32.3,775200,2,3,2,7,0,1,휴면/이탈위험
C105531,46,51.8,1533300,1,4,4,9,2,0,일반 유지고객
C105532,52,94.5,888300,1,5,3,9,2,0,일반 유지고객
C105533,42,28.6,952400,1,3,3,7,2,0,일반 유지고객
C105534,14,55.5,1692800,3,4,4,11,0,0,휴면/이탈위험
C105535,0,28.0,1086400,5,3,3,11,0,0,휴면/이탈위험
C105536,52,9.2,524400,1,1,2,4,2,1,일반 유지고객
C105537,12,22.5,600800,3,2,2,7,0,1,휴면/이탈위험
C105538,0,36.6,988200,5,3,3,11,0,0,휴면/이탈위험
C105539,12,14.4,253400,3,1,1,5,0,0,휴면/이탈위험
C105540,26,105.0,2803500,2,5,5,12,3,0,성장 잠재고객
C105541,17,58.0,301600,3,4,1,8,0,0,휴면/이탈위험
C105542,27,15.0,483000,2,2,2,6,0,0,휴면/이탈위험
C105543,14,39.0,1158300,3,3,3,9,0,0,휴면/이탈위험
C105544,12,26.4,1533800,3,2,4,9,0,0,휴면/이탈위험
C105545,0,28.8,1177900,5,3,3,11,0,0,휴면/이탈위험
C105546,68,44.2,1215500,1,4,3,8,2,1,일반 유지고객
C105547,0,124.2,1490400,5,5,4,14,3,0,성장 잠재고객
C105548,45,1.8,34700,1,1,1,3,2,0,일반 유지고객
C105549,58,19.0,385700,1,2,1,4,2,0,일반 유지고객
C105550,13,46.8,982800,3,4,3,10,0,0,휴면/이탈위험
C105551,0,282.1,11537900,5,5,5,15,1,0,VIP 충성고객
C105552,5,46.8,688000,4,4,2,10,0,0,휴면/이탈위험
C105553,20,99.0,3969900,3,5,5,13,3,0,성장 잠재고객
C105554,11,39.9,622400,4,3,2,9,0,0,휴면/이탈위험
C105555,0,20.8,992200,5,2,3,10,0,0,휴면/이탈위험
C105556,11,36.9,1088500,4,3,3,10,0,0,휴면/이탈위험
C105557,12,19.8,467300,3,2,2,7,0,1,휴면/이탈위험
C105558,20,21.2,928600,3,2,3,8,0,0,휴면/이탈위험
C105559,12,69.6,2999800,3,4,5,12,3,1,성장 잠재고객
C105560,12,57.2,1962000,3,4,4,11,0,0,휴면/이탈위험
C105561,0,87.4,3679500,5,5,5,15,3,0,성장 잠재고객
C105562,0,17.6,1008500,5,2,3,10,0,0,휴면/이탈위험
C105563,14,96.6,4540200,3,5,5,13,3,0,성장 잠재고객
C105564,1,4.4,106000,5,1,1,7,0,0,휴면/이탈위험
C105565,41,44.2,2413300,1,4,4,9,2,0,일반 유지고객
C105566,0,14.4,560200,5,1,2,8,0,0,휴면/이탈위험
C105567,28,8.0,286400,2,1,1,4,0,1,휴면/이탈위험
C105568,3,9.3,273400,4,1,1,6,0,0,휴면/이탈위험
C105569,14,15.6,541300,3,2,2,7,0,0,휴면/이탈위험
C105570,56,12.0,379200,1,1,1,3,2,1,일반 유지고객
C105571,7,68.4,3584200,4,4,5,13,3,0,성장 잠재고객
C105572,39,4.3,212800,1,1,1,3,2,1,일반 유지고객
C105573,8,40.5,1308200,4,3,3,10,0,0,휴면/이탈위험
C105574,0,47.3,1665000,5,4,4,13,0,0,휴면/이탈위험
C105575,49,34.8,581200,1,3,2,6,2,1,일반 유지고객
C105576,53,40.8,1101600,1,3,3,7,2,1,일반 유지고객
C105577,7,24.0,537600,4,2,2,8,0,0,휴면/이탈위험
C105578,51,52.5,1895200,1,4,4,9,2,1,일반 유지고객
C105579,30,12.0,480000,2,1,2,5,0,0,휴면/이탈위험
C105580,85,30.8,600600,1,3,2,6,2,1,일반 유지고객
C105581,19,78.3,2615200,3,5,5,13,3,0,성장 잠재고객
C105582,0,166.4,7005400,5,5,5,15,1,0,VIP 충성고객
C105583,26,2.9,111600,2,1,1,4,0,0,휴면/이탈위험
C105584,61,154.8,1455100,1,5,4,10,2,0,일반 유지고객
C105585,0,110.4,4934900,5,5,5,15,3,0,성장 잠재고객
C105586,14,63.0,1442700,3,4,4,11,0,0,휴면/이탈위험
C105587,1,18.5,131400,5,2,1,8,0,0,휴면/이탈위험
C105588,16,88.0,2675200,3,5,5,13,3,0,성장 잠재고객
C105589,0,38.7,1842100,5,3,4,12,0,0,휴면/이탈위험
C105590,12,53.2,1074600,3,4,3,10,0,0,휴면/이탈위험
C105591,12,2.0,66800,3,1,1,5,0,1,휴면/이탈위험
C105592,56,26.4,934600,1,2,3,6,2,0,일반 유지고객
C105593,16,17.1,516400,3,2,2,7,0,0,휴면/이탈위험
C105594,2,77.4,3041800,4,5,5,14,3,0,성장 잠재고객
C105595,22,10.8,290500,2,1,1,4,0,0,휴면/이탈위험
C105596,9,26.4,380200,4,2,1,7,0,0,휴면/이탈위험
C105597,6,145.0,5466500,4,5,5,14,3,0,성장 잠재고객
C105598,0,62.0,2573000,5,4,5,14,3,0,성장 잠재고객
C105599,16,56.0,1954400,3,4,4,11,0,0,휴면/이탈위험
C105600,19,60.0,1560000,3,4,4,11,0,0,휴면/이탈위험
C105601,35,73.6,2340500,2,4,4,10,3,0,성장 잠재고객
C105602,11,39.1,1497500,4,3,4,11,0,0,휴면/이탈위험
C105603,18,173.6,5815600,3,5,5,13,1,0,VIP 충성고객
C105604,13,51.8,1766400,3,4,4,11,0,0,휴면/이탈위험
C105605,3,217.5,5676700,4,5,5,14,1,0,VIP 충성고객
C105606,23,23.1,857000,2,2,3,7,0,0,휴면/이탈위험
C105607,0,15.6,599000,5,2,2,9,0,0,휴면/이탈위험
C105608,29,27.0,799200,2,2,2,6,0,1,휴면/이탈위험
C105609,48,36.0,856800,1,3,3,7,2,0,일반 유지고객
C105610,7,14.4,648000,4,1,2,7,0,0,휴면/이탈위험
C105611,39,86.4,3110400,1,5,5,11,3,0,성장 잠재고객
C105612,49,54.6,2118500,1,4,4,9,2,0,일반 유지고객
C105613,124,25.2,929900,1,2,3,6,2,1,일반 유지고객
C105614,8,3.2,135400,4,1,1,6,0,0,휴면/이탈위험
C105615,0,82.5,4083800,5,5,5,15,3,0,성장 잠재고객
C105616,21,11.4,168700,3,1,1,5,0,0,휴면/이탈위험
C105617,0,87.6,5080800,5,5,5,15,3,0,성장 잠재고객
C105618,0,37.5,1912500,5,3,4,12,0,0,휴면/이탈위험
C105619,0,235.2,10466400,5,5,5,15,1,0,VIP 충성고객
C105620,0,45.6,1240300,5,4,3,12,0,0,휴면/이탈위험
C105621,26,6.3,97000,2,1,1,4,0,0,휴면/이탈위험
C105622,19,6.3,158800,3,1,1,5,0,1,휴면/이탈위험
C105623,35,1.2,12200,2,1,1,4,0,0,휴면/이탈위험
C105624,42,8.4,164600,1,1,1,3,2,1,일반 유지고객
C105625,0,10.2,377400,5,1,1,7,0,1,휴면/이탈위험
C105626,0,28.4,1715400,5,3,4,12,0,0,휴면/이탈위험
C105627,3,179.4,8808500,4,5,5,14,1,0,VIP 충성고객
C105628,26,86.4,1313300,2,5,3,10,3,0,성장 잠재고객
C105629,22,133.5,5473500,2,5,5,12,3,0,성장 잠재고객
C105630,18,52.0,1393600,3,4,3,10,0,0,휴면/이탈위험
C105631,12,19.0,655500,3,2,2,7,0,0,휴면/이탈위험
C105632,2,15.6,234000,4,2,1,7,0,0,휴면/이탈위험
C105633,32,57.8,1300500,2,4,3,9,0,0,휴면/이탈위험
C105634,113,99.0,1544400,1,5,4,10,2,1,일반 유지고객
C105635,28,3.2,99500,2,1,1,4,0,0,휴면/이탈위험
C105636,0,46.0,2382800,5,4,4,13,0,0,휴면/이탈위험
C105637,33,31.5,1587600,2,3,4,9,0,0,휴면/이탈위험
C105638,14,57.5,2955500,3,4,5,12,3,0,성장 잠재고객
C105639,12,19.0,655500,3,2,2,7,0,0,휴면/이탈위험
C105640,0,44.4,1536200,5,4,4,13,0,1,휴면/이탈위험
C105641,0,63.0,2160900,5,4,4,13,3,0,성장 잠재고객
C105642,55,89.9,1860900,1,5,4,10,2,1,일반 유지고객
C105643,39,27.0,612900,1,2,2,5,2,0,일반 유지고객
C105644,31,13.0,435500,2,1,2,5,0,1,휴면/이탈위험
C105645,6,5.4,82600,4,1,1,6,0,0,휴면/이탈위험
C105646,5,22.0,697400,4,2,2,8,0,0,휴면/이탈위험
C105647,64,2.0,17200,1,1,1,3,2,0,일반 유지고객
C105648,0,75.0,2550000,5,5,4,14,3,0,성장 잠재고객
C105649,16,21.6,261400,3,2,1,6,0,0,휴면/이탈위험
C105650,23,11.7,368600,2,1,1,4,0,0,휴면/이탈위험
C105651,43,21.0,894600,1,2,3,6,2,0,일반 유지고객
C105652,0,45.9,1037300,5,4,3,12,0,0,휴면/이탈위험
C105653,31,55.0,2486000,2,4,4,10,3,0,성장 잠재고객
C105654,24,12.9,656600,2,1,2,5,0,0,휴면/이탈위험
C105655,19,40.0,764000,3,3,2,8,0,0,휴면/이탈위험
C105656,26,22.8,779800,2,2,2,6,0,0,휴면/이탈위험
C105657,12,130.0,2535000,3,5,4,12,3,0,성장 잠재고객
C105658,16,57.6,2603500,3,4,5,12,3,0,성장 잠재고객
C105659,21,34.0,1475600,3,3,4,10,0,0,휴면/이탈위험
C105660,1,82.8,2956000,5,5,5,15,3,0,성장 잠재고객
C105661,73,27.0,1088100,1,2,3,6,2,1,일반 유지고객
C105662,5,70.2,1979600,4,4,4,12,3,0,성장 잠재고객
C105663,24,27.2,777900,2,3,2,7,0,0,휴면/이탈위험
C105664,30,46.2,859300,2,4,3,9,0,1,휴면/이탈위험
C105665,13,7.0,93100,3,1,1,5,0,0,휴면/이탈위험
C105666,45,28.6,832300,1,3,3,7,2,0,일반 유지고객
C105667,8,20.0,462000,4,2,2,8,0,0,휴면/이탈위험
